Orthogroup	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	Sp7498_pacbio.protein
OG0000409	wa7733.asm1v1.ann1.run1_014256_1, wa7733.asm1v1.ann1.run1_009286_1, wa7733.asm1v1.ann1.run1_009288_1, wa7733.asm1v1.ann1.run1_009287_1	g8919.t1
OG0000410	wa7733.asm1v1.ann1.run1_004190_1	g9330.t1
OG0000410	wa7733.asm1v1.ann1.run1_012979_1, wa7733.asm1v1.ann1.run1_012975_1	g17478.t1
OG0000411	wa7733.asm1v1.ann1.run1_013222_1, wa7733.asm1v1.ann1.run1_013222_2, wa7733.asm1v1.ann1.run1_001537_1	g9674.t1, g18298.t1
OG0000412	wa7733.asm1v1.ann1.run1_007448_1	g9861.t1
OG0000412	wa7733.asm1v1.ann1.run1_006373_1	g15333.t1, g14011.t1
OG0000413	wa7733.asm1v1.ann1.run1_010492_1	g13327.t1
OG0000413	wa7733.asm1v1.ann1.run1_012935_1	g10037.t1, g17008.t1
OG0000414	wa7733.asm1v1.ann1.run1_000912_1, wa7733.asm1v1.ann1.run1_005850_1, wa7733.asm1v1.ann1.run1_012067_1, wa7733.asm1v1.ann1.run1_005248_1, wa7733.asm1v1.ann1.run1_005248_2	g10207.t1
OG0000415	wa7733.asm1v1.ann1.run1_004416_1, wa7733.asm1v1.ann1.run1_004438_3, wa7733.asm1v1.ann1.run1_004438_2, wa7733.asm1v1.ann1.run1_004438_1	g10348.t1
OG0000416	wa7733.asm1v1.ann1.run1_009017_1, wa7733.asm1v1.ann1.run1_003943_1	g16331.t1, g10583.t1
OG0000417	wa7733.asm1v1.ann1.run1_000275_1	g15702.t1
OG0000417	wa7733.asm1v1.ann1.run1_011599_1	g11893.t1
OG0000418	wa7733.asm1v1.ann1.run1_009739_1	g12569.t1
OG0000418	wa7733.asm1v1.ann1.run1_010114_1	g10777.t1, g10778.t1
OG0000419	wa7733.asm1v1.ann1.run1_013517_1, wa7733.asm1v1.ann1.run1_004001_1, wa7733.asm1v1.ann1.run1_013516_1	g10949.t1, g10948.t1
OG0000420	wa7733.asm1v1.ann1.run1_005475_1	g11035.t1
OG0000420	wa7733.asm1v1.ann1.run1_005477_1, wa7733.asm1v1.ann1.run1_005477_2	g11034.t1
OG0000421	wa7733.asm1v1.ann1.run1_012420_1	g11263.t1
OG0000421	wa7733.asm1v1.ann1.run1_007564_1	g14893.t1
OG0000422	wa7733.asm1v1.ann1.run1_009973_1	g11976.t1
OG0000422	wa7733.asm1v1.ann1.run1_001532_1, wa7733.asm1v1.ann1.run1_012977_1	g18293.t1
OG0000423	wa7733.asm1v1.ann1.run1_001509_2, wa7733.asm1v1.ann1.run1_001509_1	g18264.t1
OG0000423	wa7733.asm1v1.ann1.run1_009966_1	g12062.t1
OG0000424	wa7733.asm1v1.ann1.run1_001989_1	g17542.t1
OG0000424	wa7733.asm1v1.ann1.run1_000534_1, wa7733.asm1v1.ann1.run1_000533_1	g12368.t1
OG0000426	wa7733.asm1v1.ann1.run1_013346_1, wa7733.asm1v1.ann1.run1_013348_1	g12717.t1, g12709.t1, g12708.t1
OG0000427	wa7733.asm1v1.ann1.run1_011540_1	g12935.t1, g12940.t1
OG0000428	wa7733.asm1v1.ann1.run1_003266_1	g13922.t1
OG0000428	wa7733.asm1v1.ann1.run1_005739_1	g15365.t1, g18926.t1
OG0000429	wa7733.asm1v1.ann1.run1_006352_1	g13960.t1
OG0000429	wa7733.asm1v1.ann1.run1_005747_1	g18917.t1, g18876.t1
OG0000430	wa7733.asm1v1.ann1.run1_010438_1, wa7733.asm1v1.ann1.run1_010439_1	g14103.t1, g14107.t1, g14109.t1, g14106.t1, g14102.t1
OG0000431	wa7733.asm1v1.ann1.run1_012322_1	g14201.t1
OG0000431	wa7733.asm1v1.ann1.run1_010820_1	g16210.t1
OG0000432	wa7733.asm1v1.ann1.run1_009996_1, wa7733.asm1v1.ann1.run1_013189_1, wa7733.asm1v1.ann1.run1_013188_1	g14379.t1
OG0000433	wa7733.asm1v1.ann1.run1_001899_1	g16366.t1
OG0000433	wa7733.asm1v1.ann1.run1_014568_1	g14613.t1
OG0000434	wa7733.asm1v1.ann1.run1_011446_4, wa7733.asm1v1.ann1.run1_011446_3, wa7733.asm1v1.ann1.run1_011446_2, wa7733.asm1v1.ann1.run1_011446_1	g14666.t1
OG0000435	wa7733.asm1v1.ann1.run1_012835_1	g14841.t1
OG0000436	wa7733.asm1v1.ann1.run1_012258_1	g15428.t1
OG0000437	wa7733.asm1v1.ann1.run1_005817_1	g15524.t1
OG0000437	wa7733.asm1v1.ann1.run1_001311_1	g19165.t1, g19166.t1
OG0000438	wa7733.asm1v1.ann1.run1_011920_1	g15888.t1
OG0000439	wa7733.asm1v1.ann1.run1_011053_1	g15984.t1
OG0000439	wa7733.asm1v1.ann1.run1_006705_1	g16561.t1
OG0000440	wa7733.asm1v1.ann1.run1_010675_1	g18001.t1
OG0000445	wa7733.asm1v1.ann1.run1_009415_1	g12835.t1
OG0000445	wa7733.asm1v1.ann1.run1_012577_1	g48.t1
OG0000446	wa7733.asm1v1.ann1.run1_011857_1	g129.t1, g9189.t1
OG0000446	wa7733.asm1v1.ann1.run1_012521_1	g6448.t1
OG0000447	wa7733.asm1v1.ann1.run1_009386_1	g190.t1
OG0000447	wa7733.asm1v1.ann1.run1_006223_1	g3238.t1
OG0000448	wa7733.asm1v1.ann1.run1_005020_1	g264.t1
OG0000448	wa7733.asm1v1.ann1.run1_005021_1	g13103.t1
OG0000449	wa7733.asm1v1.ann1.run1_008987_1	g15091.t1, g15579.t1, g275.t1
OG0000450	wa7733.asm1v1.ann1.run1_009005_1, wa7733.asm1v1.ann1.run1_009003_1, wa7733.asm1v1.ann1.run1_009004_1	g315.t1
OG0000451	wa7733.asm1v1.ann1.run1_007962_1	g952.t1, g7735.t1, g316.t1
OG0000452	wa7733.asm1v1.ann1.run1_007958_1	g327.t1, g19289.t1
OG0000453	wa7733.asm1v1.ann1.run1_004442_1	g386.t1
OG0000453	wa7733.asm1v1.ann1.run1_012037_1	g6897.t1
OG0000454	wa7733.asm1v1.ann1.run1_002720_1	g1208.t1
OG0000454	wa7733.asm1v1.ann1.run1_007070_1	g393.t1
OG0000455	wa7733.asm1v1.ann1.run1_009616_1	g8852.t1
OG0000455	wa7733.asm1v1.ann1.run1_004491_1	g410.t1
OG0000456	wa7733.asm1v1.ann1.run1_004468_1	g434.t1
OG0000456	wa7733.asm1v1.ann1.run1_009620_1	g17031.t1
OG0000457	wa7733.asm1v1.ann1.run1_001189_1	g3962.t1, g479.t1, g1445.t1
OG0000458	wa7733.asm1v1.ann1.run1_006264_1	g1595.t1
OG0000458	wa7733.asm1v1.ann1.run1_015064_1	g512.t1
OG0000459	wa7733.asm1v1.ann1.run1_010525_1	g1635.t1, g527.t1
OG0000460	wa7733.asm1v1.ann1.run1_006515_1	g1734.t1, g562.t1, g8213.t1
OG0000461	wa7733.asm1v1.ann1.run1_010126_1	g608.t1
OG0000461	wa7733.asm1v1.ann1.run1_013265_1	g4607.t1
OG0000462	wa7733.asm1v1.ann1.run1_007781_1	g9101.t1, g1953.t1, g612.t1
OG0000464	wa7733.asm1v1.ann1.run1_006068_3, wa7733.asm1v1.ann1.run1_006068_1, wa7733.asm1v1.ann1.run1_006068_2	g665.t1
OG0000465	wa7733.asm1v1.ann1.run1_013389_1	g6536.t1
OG0000465	wa7733.asm1v1.ann1.run1_006042_1	g721.t1
OG0000466	wa7733.asm1v1.ann1.run1_014816_1, wa7733.asm1v1.ann1.run1_014707_1, wa7733.asm1v1.ann1.run1_015232_1, wa7733.asm1v1.ann1.run1_001064_1, wa7733.asm1v1.ann1.run1_013477_1, wa7733.asm1v1.ann1.run1_013819_1	g800.t1, g19366.t1
OG0000467	wa7733.asm1v1.ann1.run1_008357_1, wa7733.asm1v1.ann1.run1_005397_1	g17285.t1, g813.t1
OG0000468	wa7733.asm1v1.ann1.run1_010929_1	g19219.t1
OG0000468	wa7733.asm1v1.ann1.run1_012561_1	g865.t1
OG0000469	wa7733.asm1v1.ann1.run1_007519_1, wa7733.asm1v1.ann1.run1_007516_1, wa7733.asm1v1.ann1.run1_007517_1	g879.t1
OG0000470	wa7733.asm1v1.ann1.run1_000927_1	g10177.t1
OG0000470	wa7733.asm1v1.ann1.run1_007493_1	g893.t1
OG0000471	wa7733.asm1v1.ann1.run1_007502_1	g903.t1
OG0000471	wa7733.asm1v1.ann1.run1_010928_1	g19232.t1
OG0000472	wa7733.asm1v1.ann1.run1_013263_1	g6275.t1
OG0000472	wa7733.asm1v1.ann1.run1_002804_1	g958.t1
OG0000473	wa7733.asm1v1.ann1.run1_002757_1	g1032.t1
OG0000473	wa7733.asm1v1.ann1.run1_009358_1	g7023.t1
OG0000474	wa7733.asm1v1.ann1.run1_003165_1	g1033.t1
OG0000475	wa7733.asm1v1.ann1.run1_013742_1	g16725.t1
OG0000475	wa7733.asm1v1.ann1.run1_013864_1	g1118.t1
OG0000476	wa7733.asm1v1.ann1.run1_002737_1	g6912.t1
OG0000476	wa7733.asm1v1.ann1.run1_011749_1	g1168.t1, g1169.t1
OG0000477	wa7733.asm1v1.ann1.run1_002666_1, wa7733.asm1v1.ann1.run1_002667_1	g7475.t1, g1282.t1
OG0000478	wa7733.asm1v1.ann1.run1_010327_3, wa7733.asm1v1.ann1.run1_010327_1, wa7733.asm1v1.ann1.run1_010327_2	g1320.t1, g1319.t1
OG0000479	wa7733.asm1v1.ann1.run1_014082_1	g18693.t1, g1409.t1, g1405.t1, g1415.t1
OG0000480	wa7733.asm1v1.ann1.run1_006169_1	g8952.t1
OG0000480	wa7733.asm1v1.ann1.run1_006253_1	g1609.t1
OG0000481	wa7733.asm1v1.ann1.run1_008882_1	g1698.t1
OG0000481	wa7733.asm1v1.ann1.run1_006687_1	g16534.t1
OG0000482	wa7733.asm1v1.ann1.run1_009786_1	g1729.t1
OG0000483	wa7733.asm1v1.ann1.run1_002929_1, wa7733.asm1v1.ann1.run1_008555_1	g1784.t1, g9218.t1
OG0000484	wa7733.asm1v1.ann1.run1_010991_1	g8074.t1
OG0000484	wa7733.asm1v1.ann1.run1_009602_1	g1840.t1
OG0000485	wa7733.asm1v1.ann1.run1_012774_1	g1897.t1, g8675.t1, g5817.t1
OG0000486	wa7733.asm1v1.ann1.run1_004937_1	g8659.t1
OG0000486	wa7733.asm1v1.ann1.run1_006660_1	g1925.t1
OG0000487	wa7733.asm1v1.ann1.run1_006665_1	g1929.t1
OG0000487	wa7733.asm1v1.ann1.run1_011390_1	g16138.t1
OG0000488	wa7733.asm1v1.ann1.run1_007802_1	g9084.t1
OG0000488	wa7733.asm1v1.ann1.run1_004869_1	g1965.t1
OG0000489	wa7733.asm1v1.ann1.run1_005545_1, wa7733.asm1v1.ann1.run1_005545_2	g2024.t1, g2023.t1
OG0000490	wa7733.asm1v1.ann1.run1_013652_1	g2139.t1
OG0000490	wa7733.asm1v1.ann1.run1_012952_1	g16451.t1
OG0000491	wa7733.asm1v1.ann1.run1_013654_1	g2148.t1
OG0000491	wa7733.asm1v1.ann1.run1_000870_1	g10257.t1
OG0000492	wa7733.asm1v1.ann1.run1_007469_1, wa7733.asm1v1.ann1.run1_013868_1	g2170.t1, g16103.t1
OG0000493	wa7733.asm1v1.ann1.run1_014771_1, wa7733.asm1v1.ann1.run1_014770_1	g2176.t1, g16095.t1
OG0000494	wa7733.asm1v1.ann1.run1_010743_1	g2183.t1
OG0000494	wa7733.asm1v1.ann1.run1_004936_1	g8655.t1
OG0000495	wa7733.asm1v1.ann1.run1_007253_1	g4549.t1
OG0000495	wa7733.asm1v1.ann1.run1_010736_1	g2195.t1
OG0000496	wa7733.asm1v1.ann1.run1_010386_1	g2203.t1
OG0000496	wa7733.asm1v1.ann1.run1_000907_1	g10215.t1
OG0000497	wa7733.asm1v1.ann1.run1_010207_1, wa7733.asm1v1.ann1.run1_010208_1	g2324.t1, g16972.t1
OG0000498	wa7733.asm1v1.ann1.run1_012569_1	g2509.t1
OG0000498	wa7733.asm1v1.ann1.run1_003865_1	g13151.t1
OG0000499	wa7733.asm1v1.ann1.run1_003903_1	g6081.t1, g2517.t1, g13183.t1
OG0000500	wa7733.asm1v1.ann1.run1_008901_1	g2541.t1
OG0000501	wa7733.asm1v1.ann1.run1_002266_1	g2553.t1, g3596.t1, g18041.t1
OG0000502	wa7733.asm1v1.ann1.run1_010269_1	g2584.t1
OG0000502	wa7733.asm1v1.ann1.run1_010267_1, wa7733.asm1v1.ann1.run1_010267_2	g2583.t1
OG0000503	wa7733.asm1v1.ann1.run1_001693_1	g2622.t1
OG0000503	wa7733.asm1v1.ann1.run1_013373_1	g13273.t1
OG0000504	wa7733.asm1v1.ann1.run1_002892_1	g11201.t1
OG0000504	wa7733.asm1v1.ann1.run1_001716_1	g2663.t1
OG0000505	wa7733.asm1v1.ann1.run1_001744_1	g2672.t1
OG0000505	wa7733.asm1v1.ann1.run1_002859_1	g11166.t1
OG0000506	wa7733.asm1v1.ann1.run1_005463_1	g11066.t1
OG0000506	wa7733.asm1v1.ann1.run1_011483_1	g2705.t1
OG0000507	wa7733.asm1v1.ann1.run1_005505_1	g5122.t1, g2725.t1, g11026.t1
OG0000508	wa7733.asm1v1.ann1.run1_011476_1	g2734.t1
OG0000508	wa7733.asm1v1.ann1.run1_003641_1	g13367.t1
OG0000509	wa7733.asm1v1.ann1.run1_014218_1	g2811.t1
OG0000509	wa7733.asm1v1.ann1.run1_011609_1	g10743.t1
OG0000510	wa7733.asm1v1.ann1.run1_010972_1	g2830.t1
OG0000510	wa7733.asm1v1.ann1.run1_008500_1	g13427.t1
OG0000511	wa7733.asm1v1.ann1.run1_003126_1	g10866.t1
OG0000511	wa7733.asm1v1.ann1.run1_010968_1	g2841.t1
OG0000512	wa7733.asm1v1.ann1.run1_002485_1, wa7733.asm1v1.ann1.run1_002486_1	g2842.t1, g14479.t1
OG0000513	wa7733.asm1v1.ann1.run1_011418_1	g2877.t1
OG0000513	wa7733.asm1v1.ann1.run1_011273_1	g15393.t1
OG0000514	wa7733.asm1v1.ann1.run1_000158_1	g2931.t1
OG0000514	wa7733.asm1v1.ann1.run1_009871_1	g16274.t1
OG0000515	wa7733.asm1v1.ann1.run1_007563_1	g2971.t1, g14892.t1, g10401.t1
OG0000516	wa7733.asm1v1.ann1.run1_009470_1, wa7733.asm1v1.ann1.run1_007531_1	g14853.t1, g2985.t1
OG0000517	wa7733.asm1v1.ann1.run1_000104_1	g3011.t1
OG0000517	wa7733.asm1v1.ann1.run1_004968_1	g8695.t1
OG0000518	wa7733.asm1v1.ann1.run1_000072_1	g3070.t1
OG0000518	wa7733.asm1v1.ann1.run1_007445_1	g9849.t1
OG0000519	wa7733.asm1v1.ann1.run1_013614_1	g14639.t1
OG0000520	wa7733.asm1v1.ann1.run1_000062_1	g3104.t1
OG0000520	wa7733.asm1v1.ann1.run1_014639_1	g8658.t1
OG0000521	wa7733.asm1v1.ann1.run1_006227_2, wa7733.asm1v1.ann1.run1_006227_1	g3264.t1
OG0000522	wa7733.asm1v1.ann1.run1_011687_1	g8602.t1
OG0000522	wa7733.asm1v1.ann1.run1_002952_1	g3363.t1
OG0000523	wa7733.asm1v1.ann1.run1_002943_1	g3373.t1
OG0000523	wa7733.asm1v1.ann1.run1_002942_1	g3374.t1
OG0000524	wa7733.asm1v1.ann1.run1_002937_1	g3399.t1, g3398.t1
OG0000525	wa7733.asm1v1.ann1.run1_007095_1, wa7733.asm1v1.ann1.run1_010871_1	g3473.t1, g8043.t1
OG0000526	wa7733.asm1v1.ann1.run1_006293_2	g3499.t1, g5854.t1
OG0000526	wa7733.asm1v1.ann1.run1_006293_1	g5855.t1
OG0000527	wa7733.asm1v1.ann1.run1_009532_1	g4929.t1, g3535.t1, g3536.t1
OG0000528	wa7733.asm1v1.ann1.run1_009534_1, wa7733.asm1v1.ann1.run1_009535_1, wa7733.asm1v1.ann1.run1_009533_1	g3545.t1
OG0000529	wa7733.asm1v1.ann1.run1_009123_1	g8554.t1
OG0000529	wa7733.asm1v1.ann1.run1_004254_1	g3695.t1
OG0000530	wa7733.asm1v1.ann1.run1_004256_1	g3697.t1
OG0000531	wa7733.asm1v1.ann1.run1_004239_1	g3720.t1
OG0000532	wa7733.asm1v1.ann1.run1_003489_1	g7925.t1, g3737.t1, g3734.t1
OG0000533	wa7733.asm1v1.ann1.run1_012006_1	g12886.t1, g18607.t1, g3765.t1
OG0000534	wa7733.asm1v1.ann1.run1_003443_1	g3838.t1
OG0000534	wa7733.asm1v1.ann1.run1_002091_1	g8502.t1
OG0000535	wa7733.asm1v1.ann1.run1_011736_1	g18602.t1, g3874.t1
OG0000536	wa7733.asm1v1.ann1.run1_002101_1	g8482.t1
OG0000536	wa7733.asm1v1.ann1.run1_001665_1	g3892.t1
OG0000537	wa7733.asm1v1.ann1.run1_001640_1	g3918.t1
OG0000537	wa7733.asm1v1.ann1.run1_002124_1	g8455.t1
OG0000538	wa7733.asm1v1.ann1.run1_001619_1	g3943.t1
OG0000538	wa7733.asm1v1.ann1.run1_002135_1	g8438.t1
OG0000539	wa7733.asm1v1.ann1.run1_001588_1	g3980.t1
OG0000539	wa7733.asm1v1.ann1.run1_009559_1	g5631.t1
OG0000540	wa7733.asm1v1.ann1.run1_006552_1, wa7733.asm1v1.ann1.run1_015062_1	g5621.t1, g8399.t1, g4012.t1
OG0000541	wa7733.asm1v1.ann1.run1_009460_1	g7819.t1
OG0000541	wa7733.asm1v1.ann1.run1_006533_1	g4049.t1
OG0000542	wa7733.asm1v1.ann1.run1_006538_1	g4055.t1, g4056.t1, g4053.t1
OG0000543	wa7733.asm1v1.ann1.run1_002388_1	g5577.t1
OG0000543	wa7733.asm1v1.ann1.run1_009059_1	g4122.t1
OG0000544	wa7733.asm1v1.ann1.run1_006574_1	g4135.t1
OG0000544	wa7733.asm1v1.ann1.run1_002402_1	g5569.t1
OG0000545	wa7733.asm1v1.ann1.run1_011108_1	g7710.t1
OG0000545	wa7733.asm1v1.ann1.run1_013666_1	g4217.t1
OG0000546	wa7733.asm1v1.ann1.run1_012134_1	g8325.t1
OG0000546	wa7733.asm1v1.ann1.run1_002589_1	g4236.t1
OG0000547	wa7733.asm1v1.ann1.run1_005183_1, wa7733.asm1v1.ann1.run1_014112_1, wa7733.asm1v1.ann1.run1_015151_1	g4291.t1
OG0000548	wa7733.asm1v1.ann1.run1_007104_1	g10514.t1
OG0000548	wa7733.asm1v1.ann1.run1_002641_1	g4301.t1
OG0000549	wa7733.asm1v1.ann1.run1_000592_1, wa7733.asm1v1.ann1.run1_000593_1	g4389.t1, g4388.t1
OG0000550	wa7733.asm1v1.ann1.run1_006850_1	g7842.t1
OG0000550	wa7733.asm1v1.ann1.run1_014702_1	g4459.t1
OG0000551	wa7733.asm1v1.ann1.run1_006775_1	g6260.t1
OG0000551	wa7733.asm1v1.ann1.run1_002241_1	g4488.t1
OG0000552	wa7733.asm1v1.ann1.run1_010395_1	g4586.t1
OG0000552	wa7733.asm1v1.ann1.run1_006742_1	g16173.t1
OG0000553	wa7733.asm1v1.ann1.run1_013676_1, wa7733.asm1v1.ann1.run1_010394_1	g4590.t1, g4592.t1
OG0000554	wa7733.asm1v1.ann1.run1_007236_3, wa7733.asm1v1.ann1.run1_007236_1, wa7733.asm1v1.ann1.run1_007236_2	g4639.t1
OG0000555	wa7733.asm1v1.ann1.run1_006710_1	g16554.t1
OG0000555	wa7733.asm1v1.ann1.run1_003649_1	g4661.t1
OG0000556	wa7733.asm1v1.ann1.run1_014868_1	g16695.t1
OG0000556	wa7733.asm1v1.ann1.run1_003690_1	g4686.t1
OG0000557	wa7733.asm1v1.ann1.run1_003694_1	g4711.t1
OG0000557	wa7733.asm1v1.ann1.run1_007361_1	g17069.t1
OG0000558	wa7733.asm1v1.ann1.run1_004703_1	g16961.t1
OG0000558	wa7733.asm1v1.ann1.run1_013987_1	g4750.t1
OG0000559	wa7733.asm1v1.ann1.run1_003550_1, wa7733.asm1v1.ann1.run1_005901_1	g4775.t1, g4777.t1
OG0000560	wa7733.asm1v1.ann1.run1_003029_1	g5085.t1
OG0000561	wa7733.asm1v1.ann1.run1_012387_1, wa7733.asm1v1.ann1.run1_002527_1	g4990.t1, g10764.t1
OG0000562	wa7733.asm1v1.ann1.run1_003048_1	g5139.t1
OG0000562	wa7733.asm1v1.ann1.run1_008646_1	g10982.t1
OG0000563	wa7733.asm1v1.ann1.run1_013582_1	g5222.t1
OG0000563	wa7733.asm1v1.ann1.run1_008489_1	g13422.t1
OG0000564	wa7733.asm1v1.ann1.run1_005931_1, wa7733.asm1v1.ann1.run1_012842_1	g5252.t1
OG0000565	wa7733.asm1v1.ann1.run1_001788_1	g5265.t1
OG0000565	wa7733.asm1v1.ann1.run1_003885_1	g13164.t1
OG0000566	wa7733.asm1v1.ann1.run1_010844_1, wa7733.asm1v1.ann1.run1_011754_1	g6457.t1, g5270.t1
OG0000567	wa7733.asm1v1.ann1.run1_004572_1	g5446.t1
OG0000568	wa7733.asm1v1.ann1.run1_002374_1	g7739.t1, g7741.t1, g7738.t1, g7743.t1, g5539.t1
OG0000569	wa7733.asm1v1.ann1.run1_011716_1	g8538.t1
OG0000569	wa7733.asm1v1.ann1.run1_004604_1	g5709.t1
OG0000570	wa7733.asm1v1.ann1.run1_013988_1	g5737.t1, g5740.t1, g5741.t1, g8570.t1
OG0000571	wa7733.asm1v1.ann1.run1_005939_1	g7983.t1
OG0000571	wa7733.asm1v1.ann1.run1_012331_1	g5762.t1
OG0000572	wa7733.asm1v1.ann1.run1_013122_1	g8633.t1
OG0000572	wa7733.asm1v1.ann1.run1_004900_1	g5781.t1
OG0000573	wa7733.asm1v1.ann1.run1_004938_1	g5810.t1
OG0000573	wa7733.asm1v1.ann1.run1_010864_1	g8052.t1
OG0000574	wa7733.asm1v1.ann1.run1_009857_1	g16203.t1
OG0000574	wa7733.asm1v1.ann1.run1_005631_1	g5928.t1
OG0000575	wa7733.asm1v1.ann1.run1_000334_1	g15756.t1
OG0000575	wa7733.asm1v1.ann1.run1_005646_1	g5975.t1
OG0000576	wa7733.asm1v1.ann1.run1_004791_1	g6053.t1, g9766.t1
OG0000577	wa7733.asm1v1.ann1.run1_006127_1	g6632.t1, g9748.t1, g6065.t1
OG0000578	wa7733.asm1v1.ann1.run1_008079_1	g9692.t1
OG0000578	wa7733.asm1v1.ann1.run1_007125_1	g6109.t1
OG0000579	wa7733.asm1v1.ann1.run1_006108_1	g6118.t1
OG0000579	wa7733.asm1v1.ann1.run1_001560_1	g18327.t1
OG0000580	wa7733.asm1v1.ann1.run1_007131_1, wa7733.asm1v1.ann1.run1_008063_1	g9676.t1, g6127.t1
OG0000581	wa7733.asm1v1.ann1.run1_009178_1	g6155.t1
OG0000581	wa7733.asm1v1.ann1.run1_001500_1	g18236.t1
OG0000582	wa7733.asm1v1.ann1.run1_009169_1	g6172.t1
OG0000582	wa7733.asm1v1.ann1.run1_013809_1	g9607.t1
OG0000583	wa7733.asm1v1.ann1.run1_009163_1	g6177.t1
OG0000583	wa7733.asm1v1.ann1.run1_001792_1	g9603.t1
OG0000584	wa7733.asm1v1.ann1.run1_010157_1	g9589.t1
OG0000584	wa7733.asm1v1.ann1.run1_008290_1	g6190.t1
OG0000585	wa7733.asm1v1.ann1.run1_011628_1	g11492.t1
OG0000585	wa7733.asm1v1.ann1.run1_008269_1	g6214.t1
OG0000586	wa7733.asm1v1.ann1.run1_008268_1	g6215.t1
OG0000586	wa7733.asm1v1.ann1.run1_001826_1	g9549.t1
OG0000587	wa7733.asm1v1.ann1.run1_003125_1	g10862.t1
OG0000587	wa7733.asm1v1.ann1.run1_008265_1	g6217.t1
OG0000588	wa7733.asm1v1.ann1.run1_001034_1	g17916.t1
OG0000588	wa7733.asm1v1.ann1.run1_006780_1	g6248.t1
OG0000589	wa7733.asm1v1.ann1.run1_006781_1	g6249.t1
OG0000589	wa7733.asm1v1.ann1.run1_000403_1	g12221.t1
OG0000590	wa7733.asm1v1.ann1.run1_001063_1	g17891.t1
OG0000590	wa7733.asm1v1.ann1.run1_006769_1	g6261.t1
OG0000591	wa7733.asm1v1.ann1.run1_006835_1	g6290.t1
OG0000591	wa7733.asm1v1.ann1.run1_001338_1	g19117.t1, g13650.t1
OG0000592	wa7733.asm1v1.ann1.run1_006816_1	g6315.t1
OG0000592	wa7733.asm1v1.ann1.run1_001364_1	g17778.t1
OG0000593	wa7733.asm1v1.ann1.run1_006825_1	g6322.t1
OG0000593	wa7733.asm1v1.ann1.run1_001388_1	g17741.t1
OG0000594	wa7733.asm1v1.ann1.run1_006809_1, wa7733.asm1v1.ann1.run1_006809_2, wa7733.asm1v1.ann1.run1_006809_3	g6333.t1
OG0000595	wa7733.asm1v1.ann1.run1_010230_1	g6356.t1, g17593.t1, g12348.t1
OG0000596	wa7733.asm1v1.ann1.run1_009763_3, wa7733.asm1v1.ann1.run1_009763_1, wa7733.asm1v1.ann1.run1_009763_2	g6613.t1
OG0000597	wa7733.asm1v1.ann1.run1_009648_1	g12518.t1
OG0000597	wa7733.asm1v1.ann1.run1_010660_1	g6695.t1
OG0000598	wa7733.asm1v1.ann1.run1_004312_1, wa7733.asm1v1.ann1.run1_004313_1, wa7733.asm1v1.ann1.run1_009337_1, wa7733.asm1v1.ann1.run1_004310_1	g6876.t1
OG0000599	wa7733.asm1v1.ann1.run1_004350_2, wa7733.asm1v1.ann1.run1_004350_1	g6955.t1
OG0000600	wa7733.asm1v1.ann1.run1_004375_1	g6984.t1, g6969.t1, g6986.t1
OG0000601	wa7733.asm1v1.ann1.run1_003173_1	g7032.t1, g19263.t1
OG0000602	wa7733.asm1v1.ann1.run1_011982_1	g7076.t1, g7103.t1, g7105.t1
OG0000603	wa7733.asm1v1.ann1.run1_010631_1	g13660.t1, g15471.t1, g7131.t1, g7098.t1
OG0000604	wa7733.asm1v1.ann1.run1_005316_1, wa7733.asm1v1.ann1.run1_005315_1	g7197.t1, g7198.t1
OG0000605	wa7733.asm1v1.ann1.run1_005760_1, wa7733.asm1v1.ann1.run1_005750_1, wa7733.asm1v1.ann1.run1_005754_1	g7242.t1
OG0000606	wa7733.asm1v1.ann1.run1_005348_1	g7251.t1
OG0000606	wa7733.asm1v1.ann1.run1_005349_1	g7252.t1, g7253.t1
OG0000607	wa7733.asm1v1.ann1.run1_013042_1	g7293.t1
OG0000608	wa7733.asm1v1.ann1.run1_008216_2, wa7733.asm1v1.ann1.run1_008216_3, wa7733.asm1v1.ann1.run1_008216_1	g7361.t1
OG0000609	wa7733.asm1v1.ann1.run1_004740_1	g16845.t1
OG0000609	wa7733.asm1v1.ann1.run1_011379_1	g7381.t1
OG0000610	wa7733.asm1v1.ann1.run1_011376_1	g7429.t1
OG0000610	wa7733.asm1v1.ann1.run1_005215_1	g18791.t1
OG0000611	wa7733.asm1v1.ann1.run1_014937_1	g7440.t1
OG0000611	wa7733.asm1v1.ann1.run1_005214_1	g18790.t1
OG0000612	wa7733.asm1v1.ann1.run1_011585_1, wa7733.asm1v1.ann1.run1_011586_1, wa7733.asm1v1.ann1.run1_011589_1	g7474.t1
OG0000613	wa7733.asm1v1.ann1.run1_009467_1	g7491.t1, g14239.t1, g15192.t1
OG0000614	wa7733.asm1v1.ann1.run1_005232_1	g18715.t1
OG0000614	wa7733.asm1v1.ann1.run1_009818_1	g7522.t1
OG0000615	wa7733.asm1v1.ann1.run1_005231_1, wa7733.asm1v1.ann1.run1_009816_1	g18714.t1, g7523.t1
OG0000616	wa7733.asm1v1.ann1.run1_009831_1	g7530.t1, g15154.t1, g7529.t1
OG0000617	wa7733.asm1v1.ann1.run1_013682_1	g7626.t1
OG0000617	wa7733.asm1v1.ann1.run1_010486_1	g16738.t1
