Orthogroup	wa8730.asm201904v2.ann1.proteins	Sp9509_oxford_v3.proteins
OG0004306	Wa8730a009g006280_P001	Sp01g00138
OG0004307	Wa8730a009g006290_P001	Sp01g00136
OG0004308	Wa8730a009g006360_P001	Sp01g00128
OG0004309	Wa8730a009g006350_P001	Sp01g00127
OG0004310	Wa8730a009g006500_P001	Sp01g00118
OG0004311	Wa8730a009g006700_P001	Sp01g00112
OG0004312	Wa8730a009g006710_P001	Sp01g00110
OG0004313	Wa8730a009g006720_P001	Sp01g00108
OG0004314	Wa8730a009g006540_P001	Sp01g00105
OG0004315	Wa8730a009g006550_P001	Sp01g00104
OG0004316	Wa8730a009g006560_P001	Sp01g00102
OG0004317	Wa8730a009g006570_P001	Sp01g00101
OG0004318	Wa8730a009g006610_P001	Sp01g00099
OG0004319	Wa8730a009g006600_P001	Sp01g00098
OG0004320	Wa8730a009g006630_P001	Sp01g00096
OG0004321	Wa8730a009g006640_P001	Sp01g00095
OG0004323	Wa8730a009g006670_P001	Sp01g00089
OG0004324	Wa8730a009g006740_P001	Sp01g00087
OG0004325	Wa8730a009g006750_P001	Sp01g00085
OG0004326	Wa8730a009g006760_P001	Sp01g00082
OG0004327	Wa8730a009g006770_P001	Sp01g00081
OG0004328	Wa8730a009g006780_P001	Sp01g00080
OG0004329	Wa8730a009g006790_P001	Sp01g00079
OG0004330	Wa8730a009g006810_P001	Sp01g00072
OG0004331	Wa8730a009g006930_P001	Sp01g00066
OG0004332	Wa8730a009g006910_P001	Sp01g00064
OG0004333	Wa8730a002g000300_P001	Sp01g00060
OG0004334	Wa8730a009g006870_P001	Sp01g00059
OG0004335	Wa8730a009g006830_P001, Wa8730a009g006840_P001	Sp01g00055
OG0004336	Wa8730a009g006980_P001	Sp01g00050
OG0004337	Wa8730a009g006970_P001	Sp01g00049
OG0004338	Wa8730a009g007000_P001	Sp01g00042
OG0004339	Wa8730a009g007010_P001	Sp01g00040
OG0004340	Wa8730a009g007020_P001	Sp01g00038
OG0004341	Wa8730a009g007030_P001	Sp01g00036
OG0004342	Wa8730a009g007040_P001	Sp01g00034
OG0004343	Wa8730a009g007060_P001	Sp01g00033
OG0004344	Wa8730a009g007100_P001	Sp01g00029
OG0004345	Wa8730a009g007110_P001	Sp01g00027
OG0004346	Wa8730a009g007120_P001	Sp01g00025
OG0004347	Wa8730a009g007140_P001	Sp01g00022
OG0004348	Wa8730a009g007170_P001	Sp01g00017
OG0004349	Wa8730a009g007190_P001	Sp01g00013
OG0004350	Wa8730a009g007200_P001	Sp01g00012
OG0004351	Wa8730a009g007210_P001	Sp01g00010
OG0004352	Wa8730a009g007220_P001	Sp01g00007
OG0004353	Wa8730a009g007250_P001	Sp01g00005
OG0004354	Wa8730a009g007240_P001	Sp01g00004
OG0004355	Wa8730a009g007230_P001	Sp01g00003
OG0004356	Wa8730a020g003220_P001	Sp10g00003
OG0004357	Wa8730a020g003230_P001	Sp10g00011
OG0004358	Wa8730a020g003210_P001	Sp10g00012
OG0004359	Wa8730a020g003180_P001	Sp10g00015
OG0004360	Wa8730a020g003140_P001	Sp10g00016
OG0004361	Wa8730a020g003150_P001	Sp10g00017
OG0004362	Wa8730a020g003130_P001	Sp10g00024
OG0004363	Wa8730a020g003100_P001	Sp10g00027
OG0004364	Wa8730a020g003070_P001	Sp10g00034
OG0004365	Wa8730a020g003060_P001	Sp10g00038
OG0004366	Wa8730a020g003030_P001	Sp10g00040
OG0004367	Wa8730a020g003010_P001	Sp10g00046
OG0004368	Wa8730a020g003000_P001	Sp10g00050
OG0004369	Wa8730a006g002030_P001	Sp10g00064
OG0004370	Wa8730a020g002920_P001	Sp10g00071
OG0004371	Wa8730a020g002880_P001	Sp10g00080
OG0004372	Wa8730a020g002830_P001	Sp10g00090
OG0004373	Wa8730a020g002810_P001	Sp10g00092
OG0004374	Wa8730a020g002800_P001	Sp10g00094
OG0004376	Wa8730a020g002730_P001	Sp10g00105
OG0004377	Wa8730a020g002710_P001	Sp10g00107
OG0004378	Wa8730a020g002650_P001	Sp10g00110
OG0004379	Wa8730a020g002640_P001	Sp10g00112
OG0004380	Wa8730a020g002610_P001	Sp10g00113
OG0004381	Wa8730a020g002600_P001	Sp10g00116
OG0004382	Wa8730a020g002590_P001	Sp10g00117
OG0004383	Wa8730a020g002570_P001	Sp10g00119
OG0004384	Wa8730a020g002560_P001	Sp10g00120
OG0004385	Wa8730a020g002550_P001	Sp10g00121
OG0004386	Wa8730a020g002540_P001	Sp10g00122
OG0004387	Wa8730a020g002530_P001	Sp10g00124
OG0004388	Wa8730a020g002510_P001	Sp10g00127
OG0004389	Wa8730a020g002490_P001	Sp10g00131
OG0004391	Wa8730a020g002430_P001	Sp10g00136
OG0004392	Wa8730a020g002410_P001	Sp10g00140
OG0004393	Wa8730a020g002070_P001	Sp10g00144
OG0004394	Wa8730a020g002030_P001	Sp10g00145
OG0004395	Wa8730a020g002040_P001	Sp10g00146
OG0004396	Wa8730a020g002050_P001	Sp10g00150
OG0004397	Wa8730a020g002000_P001	Sp10g00154
OG0004398	Wa8730a020g002220_P001	Sp10g00158
OG0004399	Wa8730a020g002230_P001	Sp10g00160
OG0004400	Wa8730a020g002110_P001	Sp10g00161
OG0004401	Wa8730a020g001980_P001	Sp10g00167
OG0004402	Wa8730a020g001970_P001	Sp10g00168
OG0004403	Wa8730a020g002090_P001	Sp10g00169
OG0004405	Wa8730a020g002190_P001	Sp10g00171
OG0004406	Wa8730a020g002240_P001	Sp10g00182
OG0004407	Wa8730a020g002320_P001	Sp10g00185
OG0004408	Wa8730a020g002330_P001	Sp10g00186
OG0004409	Wa8730a004g000920_P001	Sp10g00191
OG0004410	Wa8730a014g006700_P001	Sp10g00192
OG0004411	Wa8730a020g002280_P001	Sp10g00193
OG0004412	Wa8730a006g003350_P001	Sp10g00194
OG0004413	Wa8730a020g002290_P001	Sp10g00198
OG0004414	Wa8730a020g001830_P001	Sp10g00200
OG0004415	Wa8730a020g001910_P001	Sp10g00201
OG0004416	Wa8730a020g001940_P001	Sp10g00206
OG0004417	Wa8730a020g001950_P001	Sp10g00208
OG0004418	Wa8730a020g002080_P001	Sp10g00211
OG0004419	Wa8730a020g001690_P001	Sp10g00213
OG0004420	Wa8730a020g001700_P001	Sp10g00215
OG0004422	Wa8730a020g001750_P001	Sp10g00224
OG0004423	Wa8730a020g001770_P001	Sp10g00228
OG0004424	Wa8730a020g001800_P001	Sp10g00230
OG0004425	Wa8730a020g001810_P001	Sp10g00231
OG0004426	Wa8730a020g001820_P001	Sp10g00232
OG0004427	Wa8730a020g001880_P001	Sp10g00238
OG0004428	Wa8730a020g001840_P001	Sp10g00242
OG0004429	Wa8730a020g001860_P001	Sp10g00244
OG0004430	Wa8730a020g001670_P001	Sp10g00245
OG0004431	Wa8730a020g001630_P001	Sp10g00248
OG0004432	Wa8730a020g001600_P001	Sp10g00250
OG0004433	Wa8730a020g001610_P001	Sp10g00252
OG0004434	Wa8730a020g001400_P001	Sp10g00264
OG0004435	Wa8730a020g001410_P001	Sp10g00265
OG0004436	Wa8730a020g001430_P001	Sp10g00267
OG0004438	Wa8730a020g001360_P001	Sp10g00279
OG0004439	Wa8730a020g001290_P001	Sp10g00287
OG0004440	Wa8730a020g001270_P001	Sp10g00292
OG0004441	Wa8730a020g001250_P001	Sp10g00293
OG0004442	Wa8730a020g001240_P001	Sp10g00294
OG0004443	Wa8730a020g001170_P001	Sp10g00300
OG0004444	Wa8730a020g001090_P001	Sp10g00310
OG0004445	Wa8730a020g000120_P001	Sp10g00312
OG0004446	Wa8730a020g000150_P001	Sp10g00325
OG0004447	Wa8730a020g000160_P001	Sp10g00326
OG0004448	Wa8730a020g000170_P001	Sp10g00327
OG0004449	Wa8730a020g000200_P001	Sp10g00328
OG0004451	Wa8730a020g000250_P001	Sp10g00345
OG0004452	Wa8730a020g000390_P001	Sp10g00348
OG0004453	Wa8730a020g000370_P001	Sp10g00350
OG0004454	Wa8730a020g000330_P001	Sp10g00357
OG0004455	Wa8730a020g000430_P001	Sp10g00363
OG0004456	Wa8730a015g004860_P001	Sp10g00364
OG0004457	Wa8730a020g000470_P001	Sp10g00367
OG0004458	Wa8730a020g000510_P001	Sp10g00368
OG0004460	Wa8730a020g000590_P001	Sp10g00372
OG0004461	Wa8730a020g000540_P001	Sp10g00379
OG0004462	Wa8730a020g000750_P001	Sp10g00383
OG0004463	Wa8730a020g000730_P001	Sp10g00384
OG0004464	Wa8730a020g000690_P001	Sp10g00389
OG0004465	Wa8730a020g000680_P001	Sp10g00391
OG0004466	Wa8730a020g000670_P001	Sp10g00392
OG0004467	Wa8730a020g000650_P001	Sp10g00393
OG0004468	Wa8730a020g000640_P001	Sp10g00406
OG0004470	Wa8730a020g000840_P001	Sp10g00414
OG0004471	Wa8730a020g000880_P001	Sp10g00420
OG0004472	Wa8730a020g000890_P001	Sp10g00422
OG0004473	Wa8730a020g000900_P001	Sp10g00423
OG0004474	Wa8730a020g000950_P001	Sp10g00428
OG0004475	Wa8730a020g000920_P001	Sp10g00432
OG0004476	Wa8730a020g000930_P001	Sp10g00434
OG0004477	Wa8730a020g000960_P001	Sp10g00436
OG0004478	Wa8730a020g000970_P001	Sp10g00438
OG0004479	Wa8730a020g001000_P001	Sp10g00442
OG0004480	Wa8730a020g001010_P001	Sp10g00444
OG0004481	Wa8730a020g001050_P001	Sp10g00451
OG0004482	Wa8730a020g000080_P001	Sp10g00456
OG0004483	Wa8730a020g000020_P001	Sp10g00458
OG0004484	Wa8730a020g000030_P001	Sp10g00464
OG0004485	Wa8730a020g000040_P001	Sp10g00465
OG0004486	Wa8730a020g000060_P001	Sp10g00466
OG0004487	Wa8730a020g000070_P001	Sp10g00467
OG0004488	Wa8730a020g000560_P001	Sp10g00374
OG0004489	Wa8730a009g004540_P001	Sp10g00471
OG0004490	Wa8730a009g004550_P001	Sp10g00473
OG0004491	Wa8730a009g004520_P001	Sp10g00475
OG0004492	Wa8730a009g006590_P001	Sp10g00480
OG0004493	Wa8730a009g004600_P001	Sp10g00482
OG0004494	Wa8730a009g004590_P001	Sp10g00485
OG0004495	Wa8730a009g004340_P001	Sp10g00488
OG0004496	Wa8730a009g004300_P001	Sp10g00489
OG0004497	Wa8730a009g004320_P001	Sp10g00494
OG0004498	Wa8730a009g004390_P001	Sp10g00498
OG0004499	Wa8730a009g004380_P001	Sp10g00499
OG0004500	Wa8730a009g004370_P001	Sp10g00500
OG0004501	Wa8730a009g004360_P001	Sp10g00501
OG0004502	Wa8730a009g004280_P001	Sp10g00504
OG0004503	Wa8730a009g004240_P001	Sp10g00508
OG0004504	Wa8730a009g004220_P001	Sp10g00511
OG0004505	Wa8730a009g004180_P001	Sp10g00523
OG0004506	Wa8730a009g004190_P001	Sp10g00526
OG0004507	Wa8730a009g004100_P001	Sp10g00537
OG0004508	Wa8730a009g004090_P001	Sp10g00540
OG0004509	Wa8730a009g004070_P001	Sp10g00542
OG0004510	Wa8730a009g004060_P001	Sp10g00544
OG0004511	Wa8730a009g004030_P001	Sp10g00545
OG0004512	Wa8730a009g004000_P001	Sp10g00548
OG0004513	Wa8730a009g004020_P001	Sp10g00551
OG0004514	Wa8730a001g006590_P001	Sp10g00554
OG0004515	Wa8730a009g003950_P001	Sp10g00556
OG0004516	Wa8730a009g003980_P001	Sp10g00559
OG0004517	Wa8730a009g003970_P001	Sp10g00560
OG0004519	Wa8730a009g003960_P001	Sp10g00563
OG0004520	Wa8730a009g003840_P001	Sp10g00564
OG0004521	Wa8730a009g003990_P001	Sp10g00568
OG0004524	Wa8730a009g003880_P001	Sp10g00585
OG0004525	Wa8730a009g003860_P001	Sp10g00586
OG0004526	Wa8730a009g003850_P001	Sp10g00587
OG0004527	Wa8730a009g003790_P001	Sp10g00588
OG0004528	Wa8730a009g003770_P001	Sp10g00590
OG0004529	Wa8730a009g003690_P001	Sp10g00591
OG0004530	Wa8730a009g003710_P001	Sp10g00596
OG0004531	Wa8730a009g003730_P001	Sp10g00598
OG0004532	Wa8730a009g003740_P001	Sp10g00599
OG0004533	Wa8730a009g003670_P001	Sp10g00601
OG0004534	Wa8730a009g003650_P001	Sp10g00606
OG0004535	Wa8730a009g003580_P001	Sp10g00610
OG0004536	Wa8730a009g003590_P001	Sp10g00611
OG0004537	Wa8730a009g003600_P001	Sp10g00612
OG0004538	Wa8730a009g003610_P001	Sp10g00613
OG0004539	Wa8730a009g003560_P001	Sp10g00616
OG0004540	Wa8730a009g001650_P001	Sp10g00622
OG0004541	Wa8730a009g001660_P001	Sp10g00623
OG0004542	Wa8730a009g001670_P001	Sp10g00625
OG0004543	Wa8730a009g001910_P001	Sp10g00628
OG0004544	Wa8730a009g001720_P001	Sp10g00629
OG0004545	Wa8730a009g001710_P001	Sp10g00630
OG0004546	Wa8730a009g001920_P001	Sp10g00631
OG0004547	Wa8730a009g001930_P001	Sp10g00632
OG0004548	Wa8730a009g001850_P001	Sp10g00655
OG0004549	Wa8730a009g001730_P001	Sp10g00657
OG0004550	Wa8730a009g001890_P001	Sp10g00659
OG0004551	Wa8730a009g001840_P001	Sp10g00664
OG0004552	Wa8730a009g001830_P001	Sp10g00666
OG0004553	Wa8730a009g001820_P001	Sp10g00668
OG0004554	Wa8730a009g001780_P001	Sp10g00671
OG0004555	Wa8730a009g001990_P001	Sp10g00672
OG0004556	Wa8730a009g001980_P001	Sp10g00673
OG0004557	Wa8730a009g001950_P001	Sp10g00678
OG0004558	Wa8730a009g002040_P001	Sp10g00695
OG0004559	Wa8730a009g002170_P001	Sp10g00697
OG0004560	Wa8730a009g002180_P001	Sp10g00701
OG0004561	Wa8730a009g002160_P001	Sp10g00704
OG0004562	Wa8730a009g002140_P001	Sp10g00706
OG0004563	Wa8730a009g002130_P001	Sp10g00707
OG0004564	Wa8730a009g002270_P001	Sp10g00711
OG0004566	Wa8730a009g002210_P001	Sp10g00720
OG0004567	Wa8730a009g002220_P001	Sp10g00722
OG0004568	Wa8730a009g002290_P001	Sp10g00728
OG0004569	Wa8730a009g002300_P001	Sp10g00729
OG0004570	Wa8730a009g002310_P001	Sp10g00732
OG0004571	Wa8730a009g002330_P001	Sp10g00734
OG0004572	Wa8730a009g002320_P001	Sp10g00735
OG0004573	Wa8730a009g002340_P001	Sp10g00738
OG0004574	Wa8730a009g002370_P001	Sp10g00743
OG0004575	Wa8730a009g002380_P001	Sp10g00744
OG0004576	Wa8730a009g002390_P001	Sp10g00745
OG0004577	Wa8730a009g002420_P001	Sp10g00749
OG0004578	Wa8730a009g002450_P001	Sp10g00754
OG0004579	Wa8730a009g002440_P001	Sp10g00758
OG0004580	Wa8730a009g002490_P001	Sp10g00761
OG0004581	Wa8730a009g002500_P001	Sp10g00762
OG0004582	Wa8730a009g002510_P001	Sp10g00764
OG0004583	Wa8730a009g002520_P001	Sp10g00766
OG0004584	Wa8730a009g002550_P001	Sp10g00768
OG0004585	Wa8730a009g002560_P001	Sp10g00769
OG0004586	Wa8730a009g002570_P001	Sp10g00770
OG0004587	Wa8730a009g002610_P001	Sp10g00772
OG0004588	Wa8730a009g002770_P001	Sp10g00794
OG0004589	Wa8730a009g002750_P001	Sp10g00796
OG0004590	Wa8730a009g002740_P001	Sp10g00798
OG0004591	Wa8730a009g002730_P001	Sp10g00802
OG0004592	Wa8730a009g002860_P001	Sp10g00806
OG0004593	Wa8730a009g002680_P001	Sp10g00818
OG0004594	Wa8730a009g003080_P001	Sp10g00833
OG0004595	Wa8730a009g003100_P001	Sp10g00836
OG0004596	Wa8730a009g003110_P001	Sp10g00837
OG0004597	Wa8730a009g003000_P001	Sp10g00849
OG0004598	Wa8730a009g003020_P001	Sp10g00854
OG0004599	Wa8730a009g003040_P001	Sp10g00855
OG0004600	Wa8730a009g003070_P001	Sp10g00861
OG0004601	Wa8730a009g003170_P001	Sp10g00862
OG0004602	Wa8730a009g003190_P001	Sp10g00864
OG0004603	Wa8730a009g003270_P001	Sp10g00871
OG0004604	Wa8730a009g003300_P001	Sp10g00874
OG0004605	Wa8730a009g003310_P001	Sp10g00875
OG0004606	Wa8730a009g003330_P001	Sp10g00878
OG0004607	Wa8730a009g003350_P001	Sp10g00882
OG0004608	Wa8730a009g003360_P001	Sp10g00883
OG0004609	Wa8730a009g003400_P001	Sp10g00888
OG0004610	Wa8730a009g003390_P001	Sp10g00889
OG0004611	Wa8730a009g003370_P001	Sp10g00890
OG0004612	Wa8730a009g003440_P001	Sp10g00894
OG0004613	Wa8730a009g003460_P001	Sp10g00899
OG0004614	Wa8730a009g003490_P001	Sp10g00904
OG0004615	Wa8730a009g003500_P001	Sp10g00905
OG0004616	Wa8730a009g003510_P001	Sp10g00906
OG0004617	Wa8730a009g001620_P001	Sp10g00909
OG0004618	Wa8730a009g001410_P001	Sp10g00934
OG0004619	Wa8730a009g001420_P001	Sp10g00939
OG0004620	Wa8730a009g001430_P001	Sp10g00941
OG0004621	Wa8730a009g001460_P001	Sp10g00943
OG0004622	Wa8730a009g001470_P001	Sp10g00945
OG0004623	Wa8730a009g001480_P001	Sp10g00946
OG0004624	Wa8730a009g001490_P001	Sp10g00947
OG0004625	Wa8730a009g001290_P001	Sp10g00949
OG0004626	Wa8730a009g001200_P001	Sp10g00950
OG0004627	Wa8730a009g001070_P001	Sp10g00965
OG0004628	Wa8730a009g001060_P001	Sp10g00966
OG0004629	Wa8730a009g000950_P001	Sp10g00973
OG0004630	Wa8730a009g000960_P001	Sp10g00974
OG0004631	Wa8730a009g000970_P001	Sp10g00978
OG0004632	Wa8730a009g000820_P001	Sp10g00982
OG0004633	Wa8730a009g000920_P001	Sp10g00987
OG0004634	Wa8730a009g000750_P001	Sp10g00990
OG0004635	Wa8730a009g001010_P001	Sp10g00991
OG0004636	Wa8730a009g001020_P001	Sp10g00992
OG0004637	Wa8730a009g001000_P001	Sp10g00993
OG0004638	Wa8730a009g000870_P001	Sp10g00994
OG0004639	Wa8730a009g000850_P001	Sp10g00997
OG0004641	Wa8730a009g000670_P001	Sp10g01011
OG0004642	Wa8730a009g000660_P001	Sp10g01016
OG0004643	Wa8730a009g000910_P001	Sp10g01018
OG0004644	Wa8730a009g000610_P001	Sp10g01024
OG0004645	Wa8730a009g000570_P001	Sp10g01034
OG0004646	Wa8730a009g000420_P001	Sp10g01035
OG0004647	Wa8730a009g000430_P001	Sp10g01038
OG0004648	Wa8730a009g000440_P001	Sp10g01039
OG0004649	Wa8730a009g000450_P001	Sp10g01040
OG0004650	Wa8730a009g000480_P001	Sp10g01046
OG0004651	Wa8730a009g000520_P001	Sp10g01050
OG0004652	Wa8730a009g000530_P001	Sp10g01051
OG0004653	Wa8730a009g000540_P001	Sp10g01053
OG0004654	Wa8730a009g000550_P001	Sp10g01055
OG0004655	Wa8730a009g000500_P001	Sp10g01060
OG0004656	Wa8730a009g000380_P001	Sp10g01066
OG0004657	Wa8730a016g000910_P001	Sp10g01067
OG0004658	Wa8730a009g000340_P001	Sp10g01069
OG0004659	Wa8730a009g000310_P001	Sp10g01075
OG0004660	Wa8730a009g000290_P001	Sp10g01076
OG0004661	Wa8730a009g000300_P001	Sp10g01077
OG0004662	Wa8730a009g000280_P001	Sp10g01080
OG0004663	Wa8730a001g006570_P001	Sp10g01084
OG0004664	Wa8730a009g000250_P001	Sp10g01085
OG0004665	Wa8730a009g000260_P001	Sp10g01086
OG0004666	Wa8730a009g000270_P001	Sp10g01089
OG0004667	Wa8730a009g000190_P001	Sp10g01090
OG0004668	Wa8730a009g000180_P001	Sp10g01093
OG0004669	Wa8730a009g000170_P001	Sp10g01094
OG0004670	Wa8730a009g000160_P001	Sp10g01096
OG0004671	Wa8730a009g000030_P001	Sp10g01102
OG0004672	Wa8730a009g000040_P001	Sp10g01107
OG0004673	Wa8730a009g000050_P001	Sp10g01108
OG0004674	Wa8730a009g000060_P001	Sp10g01110
OG0004675	Wa8730a009g000090_P001	Sp10g01113
OG0004676	Wa8730a009g000100_P001	Sp10g01114
OG0004677	Wa8730a009g000110_P001	Sp10g01115
OG0004678	Wa8730a009g000130_P001	Sp10g01118
OG0004679	Wa8730a017g000510_P001	Sp20g00531
OG0004680	Wa8730a017g000390_P001	Sp20g00530
OG0004681	Wa8730a010g002370_P001	Sp20g00522
OG0004682	Wa8730a017g000520_P001	Sp20g00519
OG0004683	Wa8730a017g000530_P001	Sp20g00517
OG0004684	Wa8730a017g000470_P001	Sp20g00512
OG0004685	Wa8730a017g000600_P001	Sp20g00509
OG0004686	Wa8730a017g000480_P001	Sp20g00504
OG0004687	Wa8730a011g001940_P001	Sp20g00503
OG0004688	Wa8730a017g000410_P001	Sp20g00498
OG0004689	Wa8730a017g000290_P001	Sp20g00495
OG0004690	Wa8730a017g000610_P001	Sp20g00488
OG0004691	Wa8730a017g000540_P001	Sp20g00486
OG0004692	Wa8730a017g000780_P001	Sp20g00483
OG0004693	Wa8730a017g000740_P001	Sp20g00481
OG0004694	Wa8730a017g000580_P001	Sp20g00479
OG0004695	Wa8730a017g000570_P001	Sp20g00470
OG0004696	Wa8730a017g000650_P001	Sp20g00468
OG0004697	Wa8730a010g001250_P001	Sp20g00467
OG0004698	Wa8730a017g000870_P001	Sp20g00465
OG0004699	Wa8730a017g000860_P001	Sp20g00463
OG0004700	Wa8730a017g000840_P001	Sp20g00461
OG0004701	Wa8730a017g000820_P001	Sp20g00460
OG0004702	Wa8730a017g000800_P001	Sp20g00455
OG0004703	Wa8730a017g000810_P001	Sp20g00454
OG0004704	Wa8730a017g000950_P001	Sp20g00453
OG0004705	Wa8730a017g000960_P001	Sp20g00448
OG0004706	Wa8730a017g000970_P001	Sp20g00447
OG0004707	Wa8730a017g000930_P001	Sp20g00446
OG0004708	Wa8730a017g000920_P001	Sp20g00445
OG0004709	Wa8730a017g000990_P001	Sp20g00444
OG0004710	Wa8730a017g001000_P001	Sp20g00443
OG0004711	Wa8730a017g001010_P001	Sp20g00438
OG0004712	Wa8730a017g001020_P001	Sp20g00436
OG0004713	Wa8730a017g001040_P001	Sp20g00434
OG0004714	Wa8730a017g001030_P001	Sp20g00431
OG0004715	Wa8730a017g001060_P001	Sp20g00427
OG0004716	Wa8730a017g001070_P001	Sp20g00426
OG0004717	Wa8730a017g001100_P001	Sp20g00420
OG0004718	Wa8730a017g001110_P001, Wa8730a017g001120_P001	Sp20g00419
OG0004719	Wa8730a017g001170_P001	Sp20g00415
OG0004720	Wa8730a017g001200_P001	Sp20g00414
OG0004721	Wa8730a017g001220_P001	Sp20g00412
OG0004722	Wa8730a017g001680_P001	Sp20g00408
OG0004723	Wa8730a002g001960_P001	Sp20g00407
OG0004724	Wa8730a017g001690_P001	Sp20g00406
OG0004725	Wa8730a017g001730_P001	Sp20g00402
OG0004726	Wa8730a014g004320_P001	Sp20g00401
OG0004727	Wa8730a017g001740_P001	Sp20g00400
OG0004728	Wa8730a017g001440_P001	Sp20g00399
OG0004729	Wa8730a017g001410_P001	Sp20g00398
OG0004730	Wa8730a017g001500_P001	Sp20g00395
OG0004731	Wa8730a017g001490_P001	Sp20g00393
OG0004732	Wa8730a017g001480_P001	Sp20g00392
OG0004733	Wa8730a017g001470_P001	Sp20g00384
OG0004734	Wa8730a017g001560_P001	Sp20g00380
OG0004735	Wa8730a017g001580_P001	Sp20g00377
OG0004736	Wa8730a017g001610_P001	Sp20g00374
OG0004737	Wa8730a017g001600_P001	Sp20g00373
OG0004738	Wa8730a017g001590_P001	Sp20g00372
OG0004739	Wa8730a017g001760_P001	Sp20g00369
OG0004740	Wa8730a017g001750_P001	Sp20g00367
OG0004741	Wa8730a017g000760_P001	Sp20g00365
OG0004742	Wa8730a017g001370_P001	Sp20g00363
OG0004743	Wa8730a017g001360_P001	Sp20g00355
OG0004745	Wa8730a017g001350_P001	Sp20g00353
OG0004746	Wa8730a017g001340_P001	Sp20g00350
OG0004747	Wa8730a017g001330_P001	Sp20g00347
OG0004748	Wa8730a017g001660_P001	Sp20g00346
OG0004749	Wa8730a017g001650_P001	Sp20g00345
OG0004750	Wa8730a017g001670_P001	Sp20g00342
OG0004751	Wa8730a017g001920_P001	Sp20g00341
OG0004752	Wa8730a017g001630_P001	Sp20g00328
OG0004753	Wa8730a017g001260_P001	Sp20g00321
OG0004754	Wa8730a017g001250_P001	Sp20g00318
OG0004755	Wa8730a017g001900_P001	Sp20g00314
OG0004756	Wa8730a017g001980_P001	Sp20g00310
OG0004757	Wa8730a017g001870_P001	Sp20g00305
OG0004758	Wa8730a017g001860_P001	Sp20g00304
OG0004759	Wa8730a017g001840_P001	Sp20g00302
OG0004760	Wa8730a017g001820_P001	Sp20g00301
OG0004761	Wa8730a017g001810_P001	Sp20g00298
OG0004762	Wa8730a017g001800_P001	Sp20g00297
OG0004763	Wa8730a017g001790_P001	Sp20g00295
OG0004764	Wa8730a017g001780_P001	Sp20g00294
OG0004765	Wa8730a017g001770_P001	Sp20g00293
OG0004766	Wa8730a017g002110_P001	Sp20g00285
OG0004767	Wa8730a017g002100_P001	Sp20g00284
OG0004768	Wa8730a017g002140_P001	Sp20g00280
OG0004769	Wa8730a017g002090_P001	Sp20g00277
OG0004770	Wa8730a017g002150_P001	Sp20g00276
OG0004771	Wa8730a017g002180_P001	Sp20g00270
OG0004773	Wa8730a017g002250_P001	Sp20g00262
OG0004774	Wa8730a017g002260_P001	Sp20g00261
OG0004775	Wa8730a017g002270_P001	Sp20g00260
OG0004776	Wa8730a017g002280_P001	Sp20g00258
OG0004777	Wa8730a017g002320_P001	Sp20g00252
OG0004779	Wa8730a017g002370_P001	Sp20g00245
OG0004780	Wa8730a017g002500_P001	Sp20g00243
OG0004781	Wa8730a017g002520_P001	Sp20g00241
OG0004782	Wa8730a017g002530_P001	Sp20g00240
OG0004783	Wa8730a017g002440_P001	Sp20g00230
OG0004784	Wa8730a017g002450_P001	Sp20g00229
OG0004785	Wa8730a017g002330_P001	Sp20g00224
OG0004786	Wa8730a017g002340_P001	Sp20g00223
OG0004787	Wa8730a017g002560_P001	Sp20g00222
OG0004788	Wa8730a017g002590_P001	Sp20g00219
OG0004789	Wa8730a017g002640_P001	Sp20g00216
OG0004790	Wa8730a017g002710_P001	Sp20g00211
OG0004791	Wa8730a017g002720_P001	Sp20g00210
OG0004792	Wa8730a017g002740_P001	Sp20g00208
OG0004793	Wa8730a017g002800_P001	Sp20g00207
OG0004794	Wa8730a017g002760_P001	Sp20g00203
OG0004795	Wa8730a017g002770_P001	Sp20g00201
OG0004796	Wa8730a017g002790_P001	Sp20g00199
OG0004797	Wa8730a017g002810_P001	Sp20g00192
OG0004798	Wa8730a017g002820_P001	Sp20g00188
OG0004799	Wa8730a017g002890_P001	Sp20g00182
OG0004800	Wa8730a017g002880_P001	Sp20g00180
OG0004801	Wa8730a017g002870_P001	Sp20g00179
OG0004802	Wa8730a017g002950_P001	Sp20g00177
OG0004803	Wa8730a017g002990_P001	Sp20g00171
OG0004805	Wa8730a017g003070_P001	Sp20g00162
OG0004806	Wa8730a017g003100_P001	Sp20g00158
OG0004807	Wa8730a017g003160_P001	Sp20g00152
OG0004808	Wa8730a017g003180_P001	Sp20g00144
OG0004809	Wa8730a017g003210_P001	Sp20g00140
OG0004810	Wa8730a017g003220_P001	Sp20g00139
OG0004812	Wa8730a017g003260_P001	Sp20g00125
OG0004813	Wa8730a017g003270_P001	Sp20g00122
OG0004814	Wa8730a017g003420_P001	Sp20g00121
OG0004815	Wa8730a014g006400_P001	Sp20g00119
OG0004816	Wa8730a017g003400_P001	Sp20g00117
OG0004817	Wa8730a017g003430_P001	Sp20g00116
OG0004818	Wa8730a017g003350_P001	Sp20g00115
OG0004819	Wa8730a002g009380_P001	Sp20g00114
OG0004820	Wa8730a017g003330_P001	Sp20g00112
OG0004821	Wa8730a017g003310_P001	Sp20g00110
