Orthogroup	wa8730.asm201904v2.ann1.proteins	Sp9509_oxford_v3.proteins
OG0001370	Wa8730a014g006200_P001	Sp20g00193, Sp09g00257
OG0001371	Wa8730a017g003130_P001	Sp20g00155, Sp17g00161
OG0001372	Wa8730a002g008240_P001	Sp20g00098, Sp02g00344
OG0001373	Wa8730a013g004550_P001	Sp20g00093
OG0001374	Wa8730a004g000380_P001	Sp20g00069
OG0001375	Wa8730a017g003580_P001	Sp20g00062, Sp02g00256
OG0001376	Wa8730a004g000300_P001	Sp20g00039, Sp20g00040
OG0001377	Wa8730a006g002350_P001, Wa8730a004g000310_P001	Sp20g00038
OG0001378	Wa8730a014g006970_P001	Sp09g00046, Sp20g00020
OG0001379	Wa8730a013g005560_P001	Sp14g00077, Sp20g00019
OG0001380	Wa8730a013g005640_P001	Sp14g00071, Sp20g00013
OG0001381	Wa8730a006g000760_P001	Sp17g00329, Sp16g00652
OG0001382	Wa8730a006g000460_P001	Sp16g00618
OG0001383	Wa8730a006g000870_P001, Wa8730a006g000870_P002, Wa8730a006g000870_P003	Sp16g00603
OG0001384	Wa8730a005g008790_P001	Sp08g00045
OG0001385	Wa8730a010g003030_P001	Sp05g00573, Sp05g00507
OG0001386	Wa8730a001g010420_P001, Wa8730a010g003150_P001	Sp05g00528
OG0001387	Wa8730a010g002760_P001, Wa8730a010g002770_P001	Sp05g00460
OG0001388	Wa8730a014g004170_P001	Sp05g00375, Sp09g00562
OG0001389	Wa8730a010g002250_P001	Sp05g00362, Sp05g00363
OG0001390	Wa8730a010g001900_P001	Sp05g00314, Sp05g00313
OG0001391	Wa8730a001g002820_P001, Wa8730a017g004020_P001	Sp05g00297
OG0001393	Wa8730a010g001490_P002, Wa8730a010g001490_P001	Sp05g00255
OG0001394	Wa8730a010g001470_P001, Wa8730a010g001320_P001, Wa8730a00Ug000130_P001	Sp05g00253
OG0001395	Wa8730a010g001380_P001, Wa8730a008g004080_P001	Sp05g00246
OG0001396	Wa8730a010g000760_P001	Sp05g00160
OG0001397	Wa8730a010g000300_P001	Sp05g00046, Sp05g00045
OG0001398	Wa8730a006g004480_P001	Sp05g00004, Sp16g00141
OG0001399	Wa8730a010g003850_P002, Wa8730a010g003850_P003, Wa8730a010g003850_P001	Sp05g00633
OG0001400	Wa8730a010g003940_P001	Sp19g00516, Sp05g00644
OG0001401	Wa8730a010g004060_P001	Sp05g00682, Sp05g00683
OG0001402	Wa8730a020g001520_P001, Wa8730a010g004240_P001	Sp05g00693
OG0001403	Wa8730a010g004390_P001, Wa8730a012g001530_P001	Sp05g00720
OG0001404	Wa8730a010g004500_P001	Sp11g00658, Sp05g00735
OG0001405	Wa8730a010g004690_P001	Sp05g00754, Sp15g00366
OG0001406	Wa8730a015g004330_P001	Sp12g00321, Sp05g00757
OG0001407	Wa8730a010g004870_P001, Wa8730a011g004520_P001	Sp05g00783
OG0001408	Wa8730a010g005130_P001, Wa8730a010g000770_P001	Sp05g00813
OG0001409	Wa8730a015g003000_P001	Sp05g00822, Sp12g00479
OG0001410	Wa8730a010g005270_P001	Sp05g00829, Sp11g00743
OG0001411	Wa8730a010g005940_P001	Sp05g00905, Sp05g00906
OG0001412	Wa8730a015g001890_P001	Sp05g00918, Sp12g00701
OG0001413	Wa8730a010g005740_P001, Wa8730a010g005710_P001	Sp05g00938
OG0001414	Wa8730a015g001380_P001	Sp12g00762, Sp05g00953
OG0001415	Wa8730a010g006580_P001	Sp12g00819, Sp05g01014
OG0001416	Wa8730a010g006160_P001, Wa8730a010g006090_P001	Sp05g01030
OG0001417	Wa8730a010g006300_P001	Sp05g01053, Sp11g00950
OG0001419	Wa8730a002g003640_P001, Wa8730a005g004190_P001	Sp06g00643
OG0001420	Wa8730a014g001710_P001, Wa8730a014g001710_P002	Sp09g00926, Sp06g00639
OG0001421	Wa8730a004g005990_P001	Sp19g00405, Sp06g00610
OG0001422	Wa8730a019g003430_P002, Wa8730a019g003430_P001	Sp06g00591
OG0001423	Wa8730a019g003280_P001	Sp06g00573, Sp06g00574
OG0001424	Wa8730a017g002490_P001	Sp06g00420
OG0001425	Wa8730a019g002330_P001, Wa8730a019g002320_P001	Sp06g00419
OG0001426	Wa8730a018g003110_P001	Sp06g00902, Sp06g00402
OG0001427	Wa8730a006g005240_P001	Sp04g01163, Sp06g00395
OG0001428	Wa8730a019g002180_P001, Wa8730a002g010260_P001	Sp06g00371
OG0001429	Wa8730a019g002020_P001	Sp06g00343, Sp06g00327
OG0001430	Wa8730a019g001960_P001	Sp06g00334, Sp06g00335
OG0001431	Wa8730a019g001600_P001	Sp06g00270, Sp06g01055
OG0001432	Wa8730a019g001490_P001, Wa8730a019g001490_P002	Sp06g00258
OG0001433	Wa8730a019g001260_P001	Sp04g00750, Sp06g00245
OG0001434	Wa8730a019g001110_P001	Sp06g00200, Sp06g00199
OG0001435	Wa8730a019g001170_P003, Wa8730a019g001170_P001, Wa8730a019g001170_P002	Sp06g00194
OG0001436	Wa8730a019g000900_P001	Sp03g00595, Sp06g00152
OG0001437	Wa8730a019g000710_P001	Sp06g00123, Sp06g00124
OG0001438	Wa8730a019g000090_P001	Sp06g00008, Sp06g01311
OG0001439	Wa8730a018g003440_P001	Sp06g00668
OG0001440	Wa8730a018g003570_P001, Wa8730a018g003560_P001	Sp06g00690
OG0001441	Wa8730a018g003450_P001, Wa8730a018g003700_P001	Sp06g00698
OG0001442	Wa8730a018g003870_P001, Wa8730a018g003870_P002	Sp06g00739, Sp06g00738
OG0001444	Wa8730a018g002600_P001, Wa8730a018g002700_P001	Sp06g00803
OG0001445	Wa8730a018g003190_P002, Wa8730a018g003190_P001	Sp06g00900
OG0001446	Wa8730a018g002170_P001, Wa8730a018g002170_P002	Sp06g00956
OG0001447	Wa8730a018g001500_P001, Wa8730a018g001510_P001	Sp06g01059
OG0001448	Wa8730a009g001510_P001	Sp11g00835, Sp10g00928, Sp06g01143
OG0001449	Wa8730a008g003650_P001	Sp06g01158, Sp17g00147
OG0001450	Wa8730a018g001020_P001	Sp06g01200, Sp19g00357
OG0001451	Wa8730a018g000460_P001, Wa8730a018g000380_P001	Sp06g01258
OG0001452	Wa8730a020g003240_P001	Sp09g00003, Sp06g01337
OG0001453	Wa8730a004g007630_P001, Wa8730a004g007640_P001	Sp19g00195
OG0001454	Wa8730a004g007450_P001	Sp19g00213, Sp19g00214, Sp19g00212
OG0001455	Wa8730a012g001210_P001, Wa8730a004g006790_P001	Sp19g00256
OG0001456	Wa8730a004g007040_P002, Wa8730a004g007040_P001	Sp19g00286
OG0001457	Wa8730a004g006210_P001	Sp19g00373
OG0001458	Wa8730a004g006500_P001, Wa8730a004g006470_P001	Sp19g00346
OG0001459	Wa8730a004g006610_P001, Wa8730a004g006610_P002	Sp19g00322
OG0001460	Wa8730a004g006330_P002, Wa8730a004g006330_P001	Sp19g00398
OG0001461	Wa8730a003g008360_P001	Sp19g00408, Sp03g01293
OG0001462	Wa8730a004g005820_P001, Wa8730a005g007270_P001	Sp19g00428
OG0001463	Wa8730a004g005520_P001	Sp19g00480, Sp19g00478
OG0001464	Wa8730a006g003520_P001	Sp04g00797, Sp16g00261, Sp02g00219, Sp19g00485
OG0001465	Wa8730a017g000430_P001	Sp20g00558, Sp11g00097
OG0001466	Wa8730a017g000060_P001	Sp11g00079, Sp20g00566
OG0001467	Wa8730a017g000210_P001	Sp20g00582, Sp20g00583
OG0001468	Wa8730a017g000200_P001	Sp20g00585
OG0001469	Wa8730a014g003460_P001	Sp20g00601, Sp09g00674
OG0001470	Wa8730a008g004610_P001	Sp17g00412
OG0001471	Wa8730a014g007550_P001	Sp09g00009
OG0001472	Wa8730a002g010340_P001	Sp09g00028, Sp02g00067
OG0001473	Wa8730a014g000120_P001, Wa8730a014g000130_P001	Sp09g00034
OG0001474	Wa8730a002g010010_P001	Sp09g00054, Sp02g00105
OG0001475	Wa8730a014g007080_P001	Sp09g00062, Sp02g00133
OG0001476	Wa8730a014g007090_P001	Sp09g00063, Sp14g00102
OG0001477	Wa8730a014g007210_P001	Sp11g00127, Sp09g00079
OG0001478	Wa8730a013g005210_P001	Sp09g00084, Sp14g00121
OG0001479	Wa8730a014g007340_P001	Sp09g00096, Sp02g00186
OG0001480	Wa8730a014g006870_P001	Sp09g00101, Sp02g00205
OG0001481	Wa8730a014g006960_P001	Sp02g00270, Sp09g00128
OG0001482	Wa8730a002g008450_P001	Sp09g00140, Sp02g00312
OG0001483	Wa8730a014g006590_P001, Wa8730a014g006600_P001	Sp09g00146
OG0001484	Wa8730a014g006860_P002, Wa8730a014g006860_P001	Sp09g00178
OG0001485	Wa8730a014g006010_P001	Sp02g00627, Sp09g00239
OG0001486	Wa8730a014g005870_P001	Sp14g00367, Sp09g00280
OG0001487	Wa8730a014g005660_P001	Sp02g00771, Sp09g00298
OG0001488	Wa8730a014g005600_P002, Wa8730a014g005600_P001	Sp09g00318
OG0001489	Wa8730a014g005490_P001	Sp09g00337, Sp14g00440
OG0001490	Wa8730a014g005210_P001	Sp09g00396, Sp09g00395
OG0001492	Wa8730a014g005040_P001, Wa8730a014g005060_P001	Sp09g00420
OG0001493	Wa8730a002g003080_P001	Sp13g00101, Sp09g00422
OG0001494	Wa8730a014g004930_P001, Wa8730a014g004930_P002	Sp09g00438
OG0001496	Wa8730a014g004750_P001	Sp09g00468, Sp13g00006
OG0001497	Wa8730a014g004280_P001, Wa8730a014g004290_P001	Sp09g00542
OG0001498	Wa8730a014g004100_P001	Sp09g00564, Sp09g00565
OG0001499	Wa8730a011g001770_P001	Sp09g00617, Sp11g00322
OG0001500	Wa8730a014g003770_P001, Wa8730a014g003770_P002	Sp09g00630
OG0001501	Wa8730a011g002140_P001	Sp09g00633, Sp11g00355
OG0001502	Wa8730a003g006060_P001	Sp03g00957, Sp09g00675
OG0001503	Wa8730a006g007110_P001	Sp09g00698, Sp04g01467
OG0001504	Wa8730a014g003090_P001	Sp09g00721
OG0001505	Wa8730a014g000320_P001	Sp03g00167, Sp09g01112
OG0001506	Wa8730a014g000500_P001	Sp03g00190, Sp09g01101
OG0001507	Wa8730a003g001210_P001	Sp03g00248, Sp09g01085
OG0001508	Wa8730a014g000650_P001	Sp09g01071, Sp03g00319
OG0001509	Wa8730a003g001870_P001	Sp03g00355, Sp09g01050
OG0001510	Wa8730a003g002080_P001	Sp03g00406
OG0001511	Wa8730a007g002790_P001	Sp09g00979, Sp04g00870
OG0001512	Wa8730a003g004410_P001	Sp09g00942, Sp03g00706
OG0001513	Wa8730a014g001640_P001	Sp09g00936
OG0001514	Wa8730a003g004810_P001	Sp09g00912, Sp03g00774
OG0001515	Wa8730a014g001820_P001	Sp09g00906, Sp03g00793
OG0001516	Wa8730a014g002080_P002, Wa8730a014g002080_P001	Sp09g00863
OG0001517	Wa8730a014g002290_P001	Sp03g01213, Sp09g00836
OG0001518	Wa8730a014g002250_P002, Wa8730a014g002250_P001	Sp09g00819
OG0001519	Wa8730a006g007400_P001	Sp04g01514, Sp04g01513
OG0001520	Wa8730a006g007450_P001, Wa8730a016g004690_P001	Sp18g00043
OG0001521	Wa8730a002g007560_P001, Wa8730a006g007040_P001	Sp04g01505
OG0001522	Wa8730a006g007160_P001	Sp18g00089, Sp04g01497
OG0001523	Wa8730a006g007240_P001	Sp18g00094, Sp04g01489
OG0001524	Wa8730a006g007070_P001	Sp03g01106, Sp04g01477
OG0001525	Wa8730a017g000160_P001, Wa8730a006g007090_P001	Sp04g01474
OG0001526	Wa8730a012g003720_P001, Wa8730a006g006970_P001	Sp04g01465
OG0001527	Wa8730a016g003900_P001	Sp18g00157, Sp04g01453
OG0001528	Wa8730a006g006880_P001, Wa8730a009g000200_P001	Sp04g01443
OG0001529	Wa8730a003g007580_P001, Wa8730a006g006660_P001	Sp04g01416
OG0001530	Wa8730a006g006570_P001, Wa8730a003g005680_P001	Sp04g01404
OG0001531	Wa8730a016g002330_P001	Sp18g00402, Sp04g01402
OG0001532	Wa8730a016g002450_P001	Sp04g01395, Sp18g00385
OG0001533	Wa8730a006g006470_P001	Sp04g01390
OG0001534	Wa8730a016g002260_P001	Sp04g01381, Sp18g00411
OG0001535	Wa8730a006g006430_P001	Sp04g01380, Sp18g00417
OG0001536	Wa8730a016g002010_P001	Sp18g00450, Sp04g01368
OG0001537	Wa8730a006g006250_P002, Wa8730a006g006250_P001	Sp04g01364
OG0001538	Wa8730a006g006140_P001	Sp04g01348, Sp04g01354
OG0001539	Wa8730a006g006170_P001, Wa8730a006g006120_P001	Sp04g01338
OG0001540	Wa8730a006g005780_P001, Wa8730a006g005770_P001	Sp04g01326
OG0001541	Wa8730a006g005810_P001	Sp04g01314
OG0001542	Wa8730a006g005740_P002, Wa8730a006g005740_P001	Sp04g01294
OG0001543	Wa8730a006g005640_P001, Wa8730a006g005640_P002	Sp04g01278
OG0001544	Wa8730a006g004820_P001, Wa8730a013g002500_P001	Sp04g01217
OG0001546	Wa8730a006g005380_P001, Wa8730a006g005380_P002	Sp04g01179
OG0001547	Wa8730a006g005260_P001, Wa8730a006g005260_P002	Sp04g01174
OG0001548	Wa8730a007g001550_P001	Sp17g00253, Sp04g01060
OG0001549	Wa8730a007g001890_P001	Sp16g00353, Sp04g01023
OG0001550	Wa8730a007g001920_P001	Sp04g01017
OG0001551	Wa8730a007g002070_P001	Sp16g00341, Sp04g01002
OG0001552	Wa8730a007g002710_P001	Sp04g00923
OG0001554	Wa8730a007g002940_P001, Wa8730a012g002180_P001	Sp04g00837
OG0001555	Wa8730a006g003490_P001, Wa8730a007g003030_P001	Sp04g00824
OG0001556	Wa8730a005g001030_P001, Wa8730a005g001040_P001	Sp04g00821, Sp04g00822
OG0001557	Wa8730a006g003460_P001	Sp04g00815, Sp16g00269
OG0001558	Wa8730a007g003210_P001	Sp04g00809, Sp16g00267
OG0001560	Wa8730a007g004420_P002, Wa8730a007g004420_P001	Sp04g00658
OG0001561	Wa8730a00Ug000160_P001, Wa8730a00Ug000160_P002	Sp04g00620
OG0001562	Wa8730a007g004660_P002, Wa8730a007g004660_P001	Sp04g00616
OG0001563	Wa8730a007g004690_P001, Wa8730a007g004690_P002	Sp04g00609
OG0001564	Wa8730a012g001800_P001, Wa8730a007g004740_P001	Sp04g00608
OG0001565	Wa8730a006g004210_P001	Sp16g00164, Sp04g00488
OG0001566	Wa8730a007g005840_P001	Sp04g00465, Sp04g00446
OG0001567	Wa8730a006g004380_P001	Sp04g00444, Sp16g00148
OG0001568	Wa8730a007g007640_P001	Sp04g00214, Sp16g00082
OG0001569	Wa8730a007g000560_P001	Sp04g00186, Sp16g00095
OG0001570	Wa8730a007g001430_P001	Sp16g00114, Sp04g00161
OG0001571	Wa8730a007g007960_P001, Wa8730a007g007980_P001	Sp04g00150
OG0001572	Wa8730a007g008690_P001, Wa8730a007g000390_P001	Sp04g00114
OG0001573	Wa8730a007g008700_P001	Sp04g00096, Sp16g00028
OG0001574	Wa8730a007g008400_P001	Sp04g00080
OG0001575	Wa8730a007g008210_P002, Wa8730a007g008210_P001	Sp04g00053
OG0001576	Wa8730a007g008790_P001, Wa8730a020g000090_P001	Sp04g00040
OG0001578	Wa8730a004g001460_P001, Wa8730a014g003780_P001	Sp14g00680
OG0001579	Wa8730a013g001080_P001	Sp14g00651
OG0001580	Wa8730a013g001190_P001, Wa8730a013g001190_P002	Sp14g00642
OG0001581	Wa8730a013g001220_P002, Wa8730a013g001220_P001	Sp14g00632
OG0001582	Wa8730a013g001500_P001	Sp14g00615, Sp02g01108
OG0001583	Wa8730a002g002820_P001	Sp14g00593, Sp13g00083
OG0001584	Wa8730a013g004040_P001	Sp14g00589, Sp14g00273
OG0001585	Wa8730a013g002170_P001	Sp13g00054, Sp14g00578
OG0001586	Wa8730a002g001840_P001	Sp14g00499, Sp02g01074
OG0001587	Wa8730a013g002820_P001, Wa8730a013g002830_P001	Sp14g00443
OG0001588	Wa8730a013g002870_P001, Wa8730a013g002860_P001	Sp14g00425
OG0001589	Wa8730a002g004520_P001	Sp02g00801, Sp14g00412
OG0001590	Wa8730a013g003160_P001	Sp14g00407, Sp14g00405
OG0001591	Wa8730a013g003280_P001, Wa8730a013g003210_P001	Sp14g00394
OG0001592	Wa8730a002g004790_P001	Sp14g00379, Sp02g00758
OG0001593	Wa8730a003g000220_P001, Wa8730a013g003510_P001	Sp14g00368
OG0001594	Wa8730a013g002930_P001	Sp02g00699, Sp14g00336
OG0001595	Wa8730a013g004340_P001	Sp14g00233, Sp02g00445
OG0001596	Wa8730a013g004470_P001	Sp14g00218, Sp02g00416
OG0001597	Wa8730a002g008040_P001	Sp14g00202, Sp14g00204
OG0001598	Wa8730a002g008080_P001	Sp14g00201, Sp02g00361
OG0001599	Wa8730a002g008810_P001, Wa8730a013g004940_P001	Sp14g00168
OG0001600	Wa8730a013g004850_P001, Wa8730a013g004860_P001	Sp14g00148
OG0001601	Wa8730a013g005330_P001, Wa8730a013g005330_P002	Sp14g00105
OG0001602	Wa8730a013g005460_P001	Sp14g00081
OG0001603	Wa8730a013g005800_P001	Sp14g00050, Sp14g00047
OG0001604	Wa8730a002g010540_P001	Sp02g00035, Sp14g00020
OG0001605	Wa8730a001g001690_P001	Sp14g00013, Sp02g00016
OG0001606	Wa8730a010g000610_P001, Wa8730a010g000680_P001	Sp14g00763
OG0001607	Wa8730a020g002460_P001, Wa8730a013g000340_P001	Sp14g00774
OG0001608	Wa8730a013g000290_P001, Wa8730a013g000260_P001	Sp14g00782, Sp14g00785
OG0001609	Wa8730a014g006290_P001, Wa8730a013g000140_P001	Sp14g00795
OG0001610	Wa8730a013g000150_P001, Wa8730a013g000150_P002	Sp14g00796
OG0001612	Wa8730a008g005890_P001	Sp17g00566, Sp17g00567
OG0001613	Wa8730a008g005860_P001	Sp17g00564, Sp02g01278
OG0001614	Wa8730a008g005820_P001	Sp17g00558, Sp17g00559
OG0001615	Wa8730a008g005750_P001	Sp17g00550, Sp03g00664
OG0001616	Wa8730a002g000330_P001	Sp02g01256, Sp17g00493
OG0001617	Wa8730a008g005570_P001	Sp17g00432, Sp17g00502
OG0001618	Wa8730a008g005490_P001, Wa8730a008g005490_P002	Sp17g00427
OG0001619	Wa8730a003g002430_P001	Sp17g00422, Sp03g00466
OG0001620	Wa8730a003g003580_P001	Sp06g00830, Sp03g00638
OG0001621	Wa8730a001g012170_P001, Wa8730a008g005350_P001	Sp17g00334
OG0001622	Wa8730a001g007090_P001, Wa8730a008g004210_P001	Sp01g01493
OG0001623	Wa8730a008g004270_P001, Wa8730a008g004290_P001	Sp17g00285
OG0001624	Wa8730a002g005590_P001	Sp02g01049, Sp17g00265
OG0001625	Wa8730a008g004120_P001	Sp16g00616, Sp17g00243, Sp17g00244
OG0001626	Wa8730a008g004400_P001	Sp17g00222, Sp17g00223
OG0001627	Wa8730a009g001360_P001, Wa8730a008g003850_P001	Sp17g00170
OG0001628	Wa8730a001g010160_P001	Sp16g00002, Sp15g00436
OG0001629	Wa8730a007g000190_P001	Sp16g00030
OG0001630	Wa8730a007g000240_P001, Wa8730a007g000240_P002	Sp16g00040
OG0001631	Wa8730a007g000410_P001, Wa8730a007g000420_P001	Sp16g00080
OG0001632	Wa8730a007g000540_P001, Wa8730a007g000530_P001	Sp16g00094
OG0001633	Wa8730a006g004240_P001, Wa8730a006g004240_P002	Sp16g00167
OG0001635	Wa8730a006g003200_P001	Sp16g00295, Sp16g00298
OG0001636	Wa8730a006g002480_P001	Sp16g00371, Sp16g00415
OG0001637	Wa8730a006g002280_P002, Wa8730a006g002280_P001	Sp16g00409
OG0001638	Wa8730a006g002090_P001, Wa8730a006g002060_P001	Sp16g00435
OG0001639	Wa8730a001g006470_P001	Sp16g00436, Sp16g00437
OG0001640	Wa8730a006g001990_P001, Wa8730a006g002000_P001	Sp16g00489
OG0001641	Wa8730a006g001940_P001	Sp16g00497, Sp16g00503
OG0001642	Wa8730a006g001890_P001	Sp16g00498, Sp16g00502
OG0001643	Wa8730a015g005180_P001, Wa8730a015g005160_P001	Sp12g00207
OG0001644	Wa8730a015g005260_P001, Wa8730a015g005250_P001	Sp12g00218
OG0001645	Wa8730a015g004660_P001, Wa8730a015g004730_P001	Sp12g00250
OG0001646	Wa8730a011g004160_P001	Sp11g00657, Sp12g00279
OG0001647	Wa8730a015g004510_P001, Wa8730a015g004510_P002	Sp12g00284
OG0001648	Wa8730a015g004340_P002, Wa8730a015g004340_P001	Sp12g00322
OG0001649	Wa8730a015g004140_P001	Sp12g00343
OG0001650	Wa8730a015g004090_P001	Sp06g00961, Sp12g00352, Sp06g00960
OG0001651	Wa8730a015g003910_P001	Sp12g00374, Sp12g00378
OG0001652	Wa8730a011g004980_P001	Sp12g00483, Sp11g00738
OG0001653	Wa8730a001g008690_P001, Wa8730a015g002720_P001	Sp12g00569
OG0001654	Wa8730a015g002880_P001	Sp11g00755, Sp12g00578
OG0001655	Wa8730a011g005070_P001	Sp12g00599, Sp11g00764
OG0001656	Wa8730a015g002540_P001	Sp15g00051, Sp12g00606
OG0001657	Wa8730a015g002570_P001	Sp12g00619, Sp11g00780
OG0001658	Wa8730a015g002600_P001, Wa8730a001g008910_P001	Sp12g00622
OG0001659	Wa8730a015g002220_P001	Sp11g00429, Sp12g00632
OG0001660	Wa8730a015g002110_P001, Wa8730a015g002080_P001	Sp12g00668
OG0001661	Wa8730a011g005260_P001	Sp12g00669
OG0001661	Wa8730a001g008020_P001	Sp15g00119
OG0001662	Wa8730a011g005230_P001	Sp12g00685, Sp11g00833
OG0001663	Wa8730a015g001900_P001, Wa8730a015g001930_P001	Sp12g00699
OG0001664	Wa8730a015g001830_P001, Wa8730a015g001840_P001	Sp12g00706
OG0001665	Wa8730a015g000760_P001, Wa8730a001g007360_P001	Sp12g00845
OG0001666	Wa8730a015g000700_P001	Sp12g00868
OG0001667	Wa8730a015g000590_P001, Wa8730a015g000600_P001	Sp12g00876
OG0001668	Wa8730a015g000240_P001	Sp15g00023, Sp12g00906
OG0001669	Wa8730a015g000420_P001	Sp12g00933, Sp12g00934
OG0001670	Wa8730a015g000410_P001, Wa8730a015g000410_P002	Sp12g00942
OG0001671	Wa8730a015g000520_P001, Wa8730a015g000530_P001	Sp12g00949
OG0001672	Wa8730a015g005200_P001	Sp12g00179, Sp12g00180
OG0001673	Wa8730a011g003690_P001	Sp11g00578, Sp12g00136
OG0001674	Wa8730a015g005780_P001	Sp12g00112
OG0001675	Wa8730a015g006060_P001	Sp12g00035, Sp12g00024
OG0001676	Wa8730a015g006160_P001	Sp12g00022, Sp12g00023
OG0001677	Wa8730a015g006170_P001	Sp12g00011
OG0001677	Wa8730a011g003540_P001	Sp11g00555
OG0001678	Wa8730a002g000020_P002, Wa8730a002g000020_P001	Sp09g00006, Sp12g00003
OG0001679	Wa8730a016g000580_P001	Sp18g00634, Sp18g00633
OG0001680	Wa8730a016g000420_P002, Wa8730a016g000420_P001	Sp18g00619
OG0001681	Wa8730a016g000660_P002, Wa8730a016g000660_P003	Sp18g00606
OG0001682	Wa8730a016g001050_P001, Wa8730a016g001040_P001	Sp18g00580
OG0001683	Wa8730a016g001860_P001	Sp18g00470
OG0001684	Wa8730a016g001880_P003, Wa8730a016g001880_P001, Wa8730a016g001880_P002	Sp18g00457
OG0001685	Wa8730a016g002000_P001, Wa8730a016g001950_P001	Sp18g00443
OG0001686	Wa8730a016g001970_P001, Wa8730a016g001960_P001	Sp18g00441
OG0001687	Wa8730a016g002230_P001	Sp18g00409, Sp18g00410
OG0001688	Wa8730a003g005750_P001	Sp03g00910, Sp18g00376
OG0001689	Wa8730a016g002580_P001, Wa8730a016g002540_P001	Sp18g00342
OG0001690	Wa8730a016g002700_P001, Wa8730a015g001560_P001	Sp18g00333
OG0001691	Wa8730a016g002850_P001	Sp18g00318, Sp18g00317
OG0001692	Wa8730a016g002870_P001	Sp18g00312, Sp18g00688
OG0001693	Wa8730a016g003090_P001, Wa8730a016g003110_P001	Sp18g00285
OG0001694	Wa8730a012g004490_P001, Wa8730a016g003200_P001	Sp18g00275
OG0001695	Wa8730a016g003240_P003, Wa8730a016g003240_P001, Wa8730a016g003240_P002	Sp18g00273
OG0001696	Wa8730a016g003320_P001	Sp03g01160, Sp18g00271
OG0001697	Wa8730a016g003450_P001, Wa8730a016g003450_P002, Wa8730a016g003450_P003	Sp18g00237
OG0001698	Wa8730a016g003780_P001, Wa8730a016g003780_P003, Wa8730a016g003780_P002	Sp18g00197
OG0001699	Wa8730a016g003940_P001, Wa8730a016g003950_P001	Sp18g00161
OG0001700	Wa8730a016g004480_P001	Sp18g00084, Sp18g00083
OG0001701	Wa8730a016g004550_P002, Wa8730a016g004550_P001	Sp18g00067
OG0001702	Wa8730a016g004660_P001, Wa8730a016g004660_P002	Sp18g00050
OG0001703	Wa8730a016g004730_P001, Wa8730a016g004740_P001	Sp18g00040
OG0001704	Wa8730a011g005950_P001	Sp11g00938, Sp11g00937
OG0001705	Wa8730a011g004920_P001, Wa8730a011g005700_P001	Sp11g00899
OG0001706	Wa8730a011g005740_P001, Wa8730a011g005670_P001	Sp11g00894
OG0001707	Wa8730a011g005440_P001	Sp11g00854, Sp11g00853
OG0001708	Wa8730a001g010150_P001	Sp15g00444, Sp11g00852
OG0001709	Wa8730a001g009390_P001	Sp15g00314, Sp11g00688
OG0001710	Wa8730a011g004380_P001, Wa8730a011g004390_P001	Sp11g00683
OG0001711	Wa8730a001g009930_P001, Wa8730a011g004120_P001	Sp11g00649
OG0001712	Wa8730a001g010010_P001, Wa8730a011g003830_P001	Sp11g00630
OG0001713	Wa8730a011g003710_P002, Wa8730a011g003710_P001	Sp11g00576
OG0001714	Wa8730a011g003520_P001, Wa8730a011g003520_P002	Sp11g00556
OG0001715	Wa8730a011g002910_P001	Sp11g00424, Sp11g00423
OG0001716	Wa8730a011g002570_P001	Sp11g00401
OG0001717	Wa8730a011g002620_P001, Wa8730a011g002640_P001	Sp11g00387
OG0001718	Wa8730a011g002090_P001, Wa8730a011g002090_P002	Sp11g00359
OG0001719	Wa8730a011g001270_P001	Sp11g00213, Sp11g00182, Sp11g00212
OG0001720	Wa8730a011g001240_P001	Sp11g00179, Sp11g00170
OG0001721	Wa8730a011g001450_P001, Wa8730a011g000850_P001	Sp11g00134
OG0001722	Wa8730a011g000820_P001, Wa8730a011g000820_P002	Sp11g00129
OG0001723	Wa8730a011g000720_P001, Wa8730a011g000720_P002	Sp11g00065
OG0001724	Wa8730a011g000080_P001	Sp11g00018, Sp11g00017
OG0001725	Wa8730a003g008780_P001, Wa8730a003g008780_P002	Sp03g01378
OG0001726	Wa8730a003g008410_P001	Sp03g01347, Sp03g01350
OG0001727	Wa8730a002g000520_P002, Wa8730a002g000520_P001	Sp03g01346
OG0001728	Wa8730a003g008320_P001, Wa8730a003g008320_P003, Wa8730a003g008320_P002	Sp03g01288
OG0001729	Wa8730a003g008210_P002, Wa8730a003g008210_P001	Sp03g01274, Sp03g01273
OG0001731	Wa8730a003g008010_P002, Wa8730a003g008010_P001	Sp03g01246
OG0001733	Wa8730a003g008060_P001, Wa8730a003g008060_P002	Sp03g01242
OG0001734	Wa8730a003g008080_P001	Sp03g01235, Sp03g01233, Sp03g01234
OG0001735	Wa8730a003g006930_P001	Sp03g01198, Sp03g01201
OG0001736	Wa8730a003g007020_P001, Wa8730a003g007040_P001	Sp03g01188
OG0001737	Wa8730a003g007110_P001	Sp03g01144
OG0001738	Wa8730a016g003960_P001	Sp18g00165
OG0001739	Wa8730a003g006970_P002, Wa8730a003g006970_P001	Sp03g01093
OG0001740	Wa8730a003g007230_P001, Wa8730a012g003590_P001	Sp03g01089
OG0001741	Wa8730a016g001120_P001, Wa8730a003g006410_P001	Sp03g01001
OG0001742	Wa8730a003g006260_P001, Wa8730a003g006250_P001	Sp03g00984
