Orthogroup	wa8730.asm201904v2.ann1.proteins	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func
OG0005119	Wa8730a010g005360_P001	wa7733.asm1v1.ann1.run1_011443_1
OG0005120	Wa8730a010g005420_P001	wa7733.asm1v1.ann1.run1_011439_1
OG0005121	Wa8730a010g005430_P001	wa7733.asm1v1.ann1.run1_011438_1
OG0005122	Wa8730a010g005440_P001	wa7733.asm1v1.ann1.run1_011437_1
OG0005123	Wa8730a010g005450_P001	wa7733.asm1v1.ann1.run1_012676_1
OG0005124	Wa8730a010g005460_P001	wa7733.asm1v1.ann1.run1_012675_1
OG0005125	Wa8730a010g005470_P001	wa7733.asm1v1.ann1.run1_012674_1
OG0005126	Wa8730a010g005520_P001	wa7733.asm1v1.ann1.run1_008201_1
OG0005127	Wa8730a010g005530_P001	wa7733.asm1v1.ann1.run1_008202_1
OG0005128	Wa8730a010g005560_P001	wa7733.asm1v1.ann1.run1_008205_1
OG0005129	Wa8730a010g005580_P001	wa7733.asm1v1.ann1.run1_008211_1
OG0005130	Wa8730a010g005590_P001	wa7733.asm1v1.ann1.run1_008212_1
OG0005131	Wa8730a010g005600_P001	wa7733.asm1v1.ann1.run1_008213_1
OG0005132	Wa8730a010g005610_P001	wa7733.asm1v1.ann1.run1_008214_1
OG0005133	Wa8730a010g005650_P001	wa7733.asm1v1.ann1.run1_008218_1
OG0005134	Wa8730a010g005660_P001	wa7733.asm1v1.ann1.run1_008219_1
OG0005135	Wa8730a010g005670_P001	wa7733.asm1v1.ann1.run1_008223_1
OG0005136	Wa8730a010g005680_P001	wa7733.asm1v1.ann1.run1_008224_1
OG0005137	Wa8730a010g005690_P001	wa7733.asm1v1.ann1.run1_008225_1
OG0005138	Wa8730a010g005960_P001	wa7733.asm1v1.ann1.run1_010889_1
OG0005139	Wa8730a010g005750_P001	wa7733.asm1v1.ann1.run1_011381_1
OG0005140	Wa8730a010g005780_P001	wa7733.asm1v1.ann1.run1_011377_1
OG0005141	Wa8730a010g005790_P001	wa7733.asm1v1.ann1.run1_010874_1
OG0005142	Wa8730a010g005800_P001	wa7733.asm1v1.ann1.run1_010875_1
OG0005143	Wa8730a010g005810_P001	wa7733.asm1v1.ann1.run1_010876_1
OG0005144	Wa8730a010g005840_P001	wa7733.asm1v1.ann1.run1_010879_1
OG0005145	Wa8730a010g005860_P001	wa7733.asm1v1.ann1.run1_010880_1
OG0005146	Wa8730a010g005870_P001	wa7733.asm1v1.ann1.run1_010881_1
OG0005147	Wa8730a010g005910_P001	wa7733.asm1v1.ann1.run1_010883_1
OG0005148	Wa8730a010g005920_P001	wa7733.asm1v1.ann1.run1_010884_1
OG0005149	Wa8730a010g005720_P001	wa7733.asm1v1.ann1.run1_011383_1
OG0005150	Wa8730a010g005990_P001	wa7733.asm1v1.ann1.run1_011364_1
OG0005151	Wa8730a010g006000_P001	wa7733.asm1v1.ann1.run1_011365_1
OG0005152	Wa8730a010g006030_P001	wa7733.asm1v1.ann1.run1_011367_1
OG0005153	Wa8730a010g006040_P001	wa7733.asm1v1.ann1.run1_011368_1
OG0005154	Wa8730a010g006520_P001	wa7733.asm1v1.ann1.run1_011371_1
OG0005155	Wa8730a010g006480_P001	wa7733.asm1v1.ann1.run1_011373_1
OG0005158	Wa8730a010g006420_P001	wa7733.asm1v1.ann1.run1_012751_1
OG0005159	Wa8730a010g006400_P001	wa7733.asm1v1.ann1.run1_012747_1
OG0005160	Wa8730a010g006350_P001	wa7733.asm1v1.ann1.run1_012982_1
OG0005161	Wa8730a010g006360_P001	wa7733.asm1v1.ann1.run1_012984_1
OG0005162	Wa8730a010g006340_P001	wa7733.asm1v1.ann1.run1_011181_1
OG0005163	Wa8730a010g006330_P001	wa7733.asm1v1.ann1.run1_011180_1
OG0005165	Wa8730a010g006590_P001	wa7733.asm1v1.ann1.run1_011593_1
OG0005166	Wa8730a010g006570_P001	wa7733.asm1v1.ann1.run1_011591_1
OG0005167	Wa8730a010g006550_P001	wa7733.asm1v1.ann1.run1_011590_1
OG0005168	Wa8730a010g006080_P001	wa7733.asm1v1.ann1.run1_011584_1
OG0005169	Wa8730a010g006100_P001	wa7733.asm1v1.ann1.run1_013634_1
OG0005170	Wa8730a010g006110_P001	wa7733.asm1v1.ann1.run1_012852_1
OG0005171	Wa8730a010g006120_P001	wa7733.asm1v1.ann1.run1_012854_1
OG0005172	Wa8730a010g006130_P001	wa7733.asm1v1.ann1.run1_012856_1
OG0005173	Wa8730a010g006630_P001	wa7733.asm1v1.ann1.run1_011595_1
OG0005174	Wa8730a010g006260_P001	wa7733.asm1v1.ann1.run1_011175_1
OG0005175	Wa8730a010g006230_P001	wa7733.asm1v1.ann1.run1_011171_1
OG0005176	Wa8730a010g006210_P001	wa7733.asm1v1.ann1.run1_011170_1
OG0005177	Wa8730a010g006190_P001	wa7733.asm1v1.ann1.run1_014823_1
OG0005178	Wa8730a010g006290_P001	wa7733.asm1v1.ann1.run1_011176_1
OG0005179	Wa8730a010g006650_P001	wa7733.asm1v1.ann1.run1_011596_1
OG0005180	Wa8730a010g006680_P001	wa7733.asm1v1.ann1.run1_009817_1
OG0005181	Wa8730a010g006850_P001	wa7733.asm1v1.ann1.run1_009834_1
OG0005182	Wa8730a010g006830_P001	wa7733.asm1v1.ann1.run1_009832_1
OG0005183	Wa8730a010g006810_P001	wa7733.asm1v1.ann1.run1_009830_1
OG0005184	Wa8730a010g006800_P001	wa7733.asm1v1.ann1.run1_009828_1
OG0005185	Wa8730a010g006740_P001	wa7733.asm1v1.ann1.run1_009822_1
OG0005186	Wa8730a010g006750_P001	wa7733.asm1v1.ann1.run1_009823_1
OG0005187	Wa8730a010g006760_P001	wa7733.asm1v1.ann1.run1_009824_1
OG0005188	Wa8730a010g006720_P001	wa7733.asm1v1.ann1.run1_009821_1
OG0005189	Wa8730a010g006710_P001	wa7733.asm1v1.ann1.run1_009820_1
OG0005190	Wa8730a019g003860_P001	wa7733.asm1v1.ann1.run1_008301_1
OG0005191	Wa8730a019g003840_P001	wa7733.asm1v1.ann1.run1_008303_1
OG0005192	Wa8730a019g003830_P001	wa7733.asm1v1.ann1.run1_008304_1
OG0005193	Wa8730a019g003770_P001	wa7733.asm1v1.ann1.run1_008308_1
OG0005194	Wa8730a019g003750_P001	wa7733.asm1v1.ann1.run1_008310_1
OG0005195	Wa8730a019g003740_P001	wa7733.asm1v1.ann1.run1_008312_1
OG0005196	Wa8730a019g003730_P001	wa7733.asm1v1.ann1.run1_008313_1
OG0005197	Wa8730a019g003720_P001	wa7733.asm1v1.ann1.run1_008314_1
OG0005198	Wa8730a019g003650_P001	wa7733.asm1v1.ann1.run1_013636_1
OG0005199	Wa8730a019g003640_P001	wa7733.asm1v1.ann1.run1_008317_1
OG0005200	Wa8730a019g003610_P001	wa7733.asm1v1.ann1.run1_008320_1
OG0005201	Wa8730a019g003580_P001	wa7733.asm1v1.ann1.run1_008322_1
OG0005202	Wa8730a019g003550_P001	wa7733.asm1v1.ann1.run1_008324_1
OG0005203	Wa8730a019g003540_P001	wa7733.asm1v1.ann1.run1_008325_1
OG0005204	Wa8730a019g003530_P001	wa7733.asm1v1.ann1.run1_011237_1
OG0005205	Wa8730a019g003520_P001	wa7733.asm1v1.ann1.run1_011236_1
OG0005206	Wa8730a019g003510_P001	wa7733.asm1v1.ann1.run1_011234_1
OG0005207	Wa8730a019g003490_P001	wa7733.asm1v1.ann1.run1_011232_1
OG0005208	Wa8730a019g003470_P001	wa7733.asm1v1.ann1.run1_011230_1
OG0005209	Wa8730a019g003450_P001	wa7733.asm1v1.ann1.run1_011228_1
OG0005210	Wa8730a019g003420_P001	wa7733.asm1v1.ann1.run1_011725_1
OG0005211	Wa8730a019g003410_P001	wa7733.asm1v1.ann1.run1_011726_1
OG0005212	Wa8730a019g003390_P001	wa7733.asm1v1.ann1.run1_011728_1
OG0005213	Wa8730a019g003340_P001	wa7733.asm1v1.ann1.run1_011733_1
OG0005214	Wa8730a019g003330_P001	wa7733.asm1v1.ann1.run1_011734_1
OG0005216	Wa8730a019g003250_P001	wa7733.asm1v1.ann1.run1_013333_1
OG0005217	Wa8730a019g003270_P001	wa7733.asm1v1.ann1.run1_014575_1
OG0005218	Wa8730a019g003230_P001	wa7733.asm1v1.ann1.run1_013331_1
OG0005219	Wa8730a019g003220_P001	wa7733.asm1v1.ann1.run1_013330_1
OG0005220	Wa8730a019g003210_P001	wa7733.asm1v1.ann1.run1_013329_1
OG0005221	Wa8730a019g003200_P001	wa7733.asm1v1.ann1.run1_014252_1
OG0005222	Wa8730a019g003170_P001	wa7733.asm1v1.ann1.run1_012929_1
OG0005223	Wa8730a019g003180_P001	wa7733.asm1v1.ann1.run1_012928_1
OG0005224	Wa8730a019g003190_P001	wa7733.asm1v1.ann1.run1_012927_1
OG0005225	Wa8730a019g002930_P001	wa7733.asm1v1.ann1.run1_011912_1
OG0005226	Wa8730a019g002910_P001	wa7733.asm1v1.ann1.run1_011111_1
OG0005227	Wa8730a019g002980_P001	wa7733.asm1v1.ann1.run1_011909_1
OG0005228	Wa8730a019g003000_P001	wa7733.asm1v1.ann1.run1_011907_1
OG0005229	Wa8730a019g003010_P001	wa7733.asm1v1.ann1.run1_011906_1
OG0005230	Wa8730a019g003140_P001	wa7733.asm1v1.ann1.run1_012932_1
OG0005231	Wa8730a019g003050_P001	wa7733.asm1v1.ann1.run1_014501_1
OG0005232	Wa8730a019g003040_P001	wa7733.asm1v1.ann1.run1_014502_1
OG0005233	Wa8730a019g002780_P001	wa7733.asm1v1.ann1.run1_011095_1
OG0005234	Wa8730a019g002800_P001	wa7733.asm1v1.ann1.run1_011098_1
OG0005235	Wa8730a019g002820_P001	wa7733.asm1v1.ann1.run1_011103_1
OG0005236	Wa8730a019g002840_P001	wa7733.asm1v1.ann1.run1_011104_1
OG0005237	Wa8730a014g003020_P001	wa7733.asm1v1.ann1.run1_004106_1
OG0005238	Wa8730a019g002770_P001	wa7733.asm1v1.ann1.run1_013313_1
OG0005239	Wa8730a019g002630_P001	wa7733.asm1v1.ann1.run1_009449_1
OG0005240	Wa8730a019g002650_P001	wa7733.asm1v1.ann1.run1_009447_1
OG0005242	Wa8730a019g002700_P001	wa7733.asm1v1.ann1.run1_009442_1
OG0005243	Wa8730a019g002680_P001	wa7733.asm1v1.ann1.run1_009444_1
OG0005244	Wa8730a019g002670_P001	wa7733.asm1v1.ann1.run1_009446_1
OG0005245	Wa8730a001g003890_P001	wa7733.asm1v1.ann1.run1_001585_1
OG0005246	Wa8730a019g002720_P001	wa7733.asm1v1.ann1.run1_009439_1
OG0005247	Wa8730a020g002450_P001	wa7733.asm1v1.ann1.run1_012287_1
OG0005248	Wa8730a019g002620_P001	wa7733.asm1v1.ann1.run1_009451_1
OG0005249	Wa8730a019g002610_P001	wa7733.asm1v1.ann1.run1_009452_1
OG0005250	Wa8730a019g002600_P001	wa7733.asm1v1.ann1.run1_009453_1
OG0005251	Wa8730a019g002580_P001	wa7733.asm1v1.ann1.run1_009457_1
OG0005252	Wa8730a019g002570_P001	wa7733.asm1v1.ann1.run1_009458_1
OG0005253	Wa8730a019g002300_P001	wa7733.asm1v1.ann1.run1_010771_1
OG0005254	Wa8730a019g002380_P001	wa7733.asm1v1.ann1.run1_010763_1
OG0005255	Wa8730a019g002400_P001	wa7733.asm1v1.ann1.run1_012894_1
OG0005257	Wa8730a019g002430_P001	wa7733.asm1v1.ann1.run1_014346_1
OG0005258	Wa8730a019g002460_P001	wa7733.asm1v1.ann1.run1_013951_2
OG0005259	Wa8730a019g003570_P001	wa7733.asm1v1.ann1.run1_008323_1
OG0005260	Wa8730a002g003420_P001	wa7733.asm1v1.ann1.run1_001474_1
OG0005261	Wa8730a001g010710_P001	wa7733.asm1v1.ann1.run1_010692_1
OG0005262	Wa8730a019g002530_P001	wa7733.asm1v1.ann1.run1_009464_1
OG0005263	Wa8730a019g002160_P001	wa7733.asm1v1.ann1.run1_006846_1
OG0005264	Wa8730a019g002170_P001	wa7733.asm1v1.ann1.run1_006845_1
OG0005265	Wa8730a019g002210_P001	wa7733.asm1v1.ann1.run1_013726_1
OG0005266	Wa8730a019g002240_P001	wa7733.asm1v1.ann1.run1_014316_1
OG0005267	Wa8730a019g002250_P001	wa7733.asm1v1.ann1.run1_010776_1
OG0005268	Wa8730a019g002260_P001	wa7733.asm1v1.ann1.run1_010775_1
OG0005269	Wa8730a019g002080_P001	wa7733.asm1v1.ann1.run1_006855_1
OG0005270	Wa8730a019g002100_P001	wa7733.asm1v1.ann1.run1_006853_1
OG0005271	Wa8730a019g002060_P001	wa7733.asm1v1.ann1.run1_006858_1
OG0005272	Wa8730a019g002040_P001	wa7733.asm1v1.ann1.run1_006860_1
OG0005273	Wa8730a019g002030_P001	wa7733.asm1v1.ann1.run1_006861_1
OG0005274	Wa8730a019g001970_P001	wa7733.asm1v1.ann1.run1_006868_1
OG0005275	Wa8730a019g001980_P001	wa7733.asm1v1.ann1.run1_006867_1
OG0005276	Wa8730a019g001920_P001	wa7733.asm1v1.ann1.run1_006873_1
OG0005277	Wa8730a019g001950_P001	wa7733.asm1v1.ann1.run1_006870_1
OG0005278	Wa8730a019g001910_P001	wa7733.asm1v1.ann1.run1_006874_1
OG0005279	Wa8730a019g001880_P001	wa7733.asm1v1.ann1.run1_006878_1
OG0005280	Wa8730a019g001840_P001	wa7733.asm1v1.ann1.run1_006882_1
OG0005281	Wa8730a019g001640_P001	wa7733.asm1v1.ann1.run1_006903_1
OG0005282	Wa8730a019g001650_P001	wa7733.asm1v1.ann1.run1_006902_1
OG0005283	Wa8730a019g001670_P001	wa7733.asm1v1.ann1.run1_006900_1
OG0005284	Wa8730a019g001690_P001	wa7733.asm1v1.ann1.run1_006898_1
OG0005285	Wa8730a019g001700_P001	wa7733.asm1v1.ann1.run1_006897_1
OG0005286	Wa8730a019g001720_P001	wa7733.asm1v1.ann1.run1_006896_1
OG0005287	Wa8730a019g001740_P001	wa7733.asm1v1.ann1.run1_006894_1
OG0005288	Wa8730a019g001760_P001	wa7733.asm1v1.ann1.run1_006893_1
OG0005289	Wa8730a019g001770_P001	wa7733.asm1v1.ann1.run1_006892_1
OG0005290	Wa8730a019g001800_P001	wa7733.asm1v1.ann1.run1_006889_1
OG0005291	Wa8730a019g001790_P001	wa7733.asm1v1.ann1.run1_006890_1
OG0005292	Wa8730a019g001620_P001	wa7733.asm1v1.ann1.run1_013552_1
OG0005293	Wa8730a019g001580_P001	wa7733.asm1v1.ann1.run1_013548_1
OG0005294	Wa8730a019g001590_P001	wa7733.asm1v1.ann1.run1_013549_1
OG0005295	Wa8730a019g001560_P001	wa7733.asm1v1.ann1.run1_012668_1
OG0005296	Wa8730a019g001550_P001	wa7733.asm1v1.ann1.run1_012667_1
OG0005297	Wa8730a019g001520_P001	wa7733.asm1v1.ann1.run1_013301_1
OG0005298	Wa8730a019g001530_P001	wa7733.asm1v1.ann1.run1_013300_1
OG0005299	Wa8730a019g001470_P001	wa7733.asm1v1.ann1.run1_012154_1
OG0005300	Wa8730a019g001440_P001	wa7733.asm1v1.ann1.run1_012157_1
OG0005301	Wa8730a019g001270_P001	wa7733.asm1v1.ann1.run1_005928_1
OG0005303	Wa8730a019g001380_P001	wa7733.asm1v1.ann1.run1_005920_1
OG0005304	Wa8730a019g001400_P001	wa7733.asm1v1.ann1.run1_005918_1
OG0005305	Wa8730a019g001210_P001	wa7733.asm1v1.ann1.run1_005932_1
OG0005306	Wa8730a019g001100_P001	wa7733.asm1v1.ann1.run1_005945_1
OG0005307	Wa8730a019g001090_P001	wa7733.asm1v1.ann1.run1_005946_1
OG0005308	Wa8730a019g001070_P001	wa7733.asm1v1.ann1.run1_005947_1
OG0005309	Wa8730a019g001200_P001	wa7733.asm1v1.ann1.run1_005933_1
OG0005310	Wa8730a019g000920_P001	wa7733.asm1v1.ann1.run1_012848_1
OG0005311	Wa8730a019g001140_P001	wa7733.asm1v1.ann1.run1_005941_1
OG0005312	Wa8730a019g001150_P001	wa7733.asm1v1.ann1.run1_005940_1
OG0005313	Wa8730a019g001180_P001	wa7733.asm1v1.ann1.run1_005935_1
OG0005314	Wa8730a019g001130_P001	wa7733.asm1v1.ann1.run1_005942_1
OG0005315	Wa8730a019g001120_P001	wa7733.asm1v1.ann1.run1_005943_1
OG0005316	Wa8730a009g001230_P001	wa7733.asm1v1.ann1.run1_012330_1
OG0005317	Wa8730a019g001420_P001	wa7733.asm1v1.ann1.run1_005915_1
OG0005318	Wa8730a019g000990_P001	wa7733.asm1v1.ann1.run1_005954_1
OG0005319	Wa8730a019g000980_P001	wa7733.asm1v1.ann1.run1_005955_1
OG0005320	Wa8730a019g000950_P001	wa7733.asm1v1.ann1.run1_012851_1
OG0005321	Wa8730a019g000940_P001	wa7733.asm1v1.ann1.run1_012850_1
OG0005322	Wa8730a019g000890_P001	wa7733.asm1v1.ann1.run1_005956_1
OG0005323	Wa8730a019g000860_P001	wa7733.asm1v1.ann1.run1_005958_1
OG0005324	Wa8730a019g000850_P001	wa7733.asm1v1.ann1.run1_005959_1
OG0005325	Wa8730a019g000830_P001	wa7733.asm1v1.ann1.run1_005962_1
OG0005326	Wa8730a019g000840_P001	wa7733.asm1v1.ann1.run1_005961_1
OG0005327	Wa8730a007g005810_P001	wa7733.asm1v1.ann1.run1_003331_1
OG0005328	Wa8730a019g000790_P001	wa7733.asm1v1.ann1.run1_005967_1
OG0005329	Wa8730a019g000780_P001	wa7733.asm1v1.ann1.run1_005968_1
OG0005330	Wa8730a019g000770_P001	wa7733.asm1v1.ann1.run1_005969_1
OG0005331	Wa8730a019g000730_P001	wa7733.asm1v1.ann1.run1_010872_1
OG0005332	Wa8730a019g000670_P001	wa7733.asm1v1.ann1.run1_010867_1
OG0005333	Wa8730a019g000630_P001	wa7733.asm1v1.ann1.run1_010861_1
OG0005334	Wa8730a019g001390_P001	wa7733.asm1v1.ann1.run1_005919_1
OG0005336	Wa8730a019g000490_P001	wa7733.asm1v1.ann1.run1_010988_1
OG0005337	Wa8730a019g000450_P001	wa7733.asm1v1.ann1.run1_010983_1
OG0005338	Wa8730a019g000430_P001	wa7733.asm1v1.ann1.run1_010981_1
OG0005339	Wa8730a019g000370_P001	wa7733.asm1v1.ann1.run1_011394_1
OG0005340	Wa8730a019g000340_P001	wa7733.asm1v1.ann1.run1_011396_1
OG0005341	Wa8730a019g000320_P001	wa7733.asm1v1.ann1.run1_011398_1
OG0005342	Wa8730a019g000310_P001	wa7733.asm1v1.ann1.run1_014489_1
OG0005343	Wa8730a019g000300_P001	wa7733.asm1v1.ann1.run1_014490_1
OG0005344	Wa8730a019g000260_P001	wa7733.asm1v1.ann1.run1_013828_1
OG0005345	Wa8730a019g000240_P001	wa7733.asm1v1.ann1.run1_013826_1
OG0005346	Wa8730a019g000170_P001	wa7733.asm1v1.ann1.run1_012461_1
OG0005347	Wa8730a019g000150_P001	wa7733.asm1v1.ann1.run1_012463_1
OG0005348	Wa8730a019g000140_P001	wa7733.asm1v1.ann1.run1_012465_1
OG0005349	Wa8730a019g000130_P001	wa7733.asm1v1.ann1.run1_012467_1
OG0005350	Wa8730a019g000110_P001	wa7733.asm1v1.ann1.run1_012469_1
OG0005351	Wa8730a019g000040_P001	wa7733.asm1v1.ann1.run1_012727_1
OG0005352	Wa8730a019g000060_P001	wa7733.asm1v1.ann1.run1_012729_1
OG0005355	Wa8730a018g003510_P001	wa7733.asm1v1.ann1.run1_006498_1
OG0005356	Wa8730a018g003670_P001	wa7733.asm1v1.ann1.run1_006516_1
OG0005357	Wa8730a018g003730_P001	wa7733.asm1v1.ann1.run1_006522_1
OG0005358	Wa8730a018g003740_P001	wa7733.asm1v1.ann1.run1_006523_1
OG0005359	Wa8730a018g003750_P001	wa7733.asm1v1.ann1.run1_006524_1
OG0005360	Wa8730a018g003760_P001	wa7733.asm1v1.ann1.run1_006525_1
OG0005361	Wa8730a018g003790_P001	wa7733.asm1v1.ann1.run1_006526_1
OG0005362	Wa8730a018g003800_P001	wa7733.asm1v1.ann1.run1_006527_1
OG0005363	Wa8730a018g003810_P001	wa7733.asm1v1.ann1.run1_006528_1
OG0005364	Wa8730a018g003840_P001	wa7733.asm1v1.ann1.run1_014284_1
OG0005365	Wa8730a018g003860_P001	wa7733.asm1v1.ann1.run1_012811_1
OG0005366	Wa8730a018g003900_P001	wa7733.asm1v1.ann1.run1_012817_1
OG0005367	Wa8730a018g003910_P001	wa7733.asm1v1.ann1.run1_012819_1
OG0005368	Wa8730a018g003920_P001	wa7733.asm1v1.ann1.run1_012820_1
OG0005369	Wa8730a018g003940_P001	wa7733.asm1v1.ann1.run1_013261_1
OG0005370	Wa8730a018g003970_P001	wa7733.asm1v1.ann1.run1_013257_1
OG0005371	Wa8730a018g003370_P001	wa7733.asm1v1.ann1.run1_014107_1
OG0005372	Wa8730a018g003380_P001	wa7733.asm1v1.ann1.run1_014106_1
OG0005373	Wa8730a018g003390_P001	wa7733.asm1v1.ann1.run1_006484_1
OG0005374	Wa8730a018g003550_P001	wa7733.asm1v1.ann1.run1_006504_1
OG0005375	Wa8730a018g002650_P001	wa7733.asm1v1.ann1.run1_002167_1
OG0005376	Wa8730a018g002560_P001	wa7733.asm1v1.ann1.run1_002159_1
OG0005377	Wa8730a018g002850_P001	wa7733.asm1v1.ann1.run1_013497_1
OG0005378	Wa8730a018g002860_P001	wa7733.asm1v1.ann1.run1_013508_1
OG0005379	Wa8730a018g002830_P001	wa7733.asm1v1.ann1.run1_013496_1
OG0005380	Wa8730a018g002820_P001	wa7733.asm1v1.ann1.run1_013495_1
OG0005381	Wa8730a018g002480_P001	wa7733.asm1v1.ann1.run1_002151_1
OG0005382	Wa8730a018g002730_P001	wa7733.asm1v1.ann1.run1_012129_1
OG0005383	Wa8730a018g002500_P001	wa7733.asm1v1.ann1.run1_002153_1
OG0005384	Wa8730a018g001170_P001	wa7733.asm1v1.ann1.run1_009098_1
OG0005385	Wa8730a018g002000_P001	wa7733.asm1v1.ann1.run1_002115_1
OG0005386	Wa8730a018g002630_P001	wa7733.asm1v1.ann1.run1_002165_1
OG0005387	Wa8730a018g002690_P001	wa7733.asm1v1.ann1.run1_012124_1
OG0005388	Wa8730a018g002680_P001	wa7733.asm1v1.ann1.run1_012123_1
OG0005390	Wa8730a018g003260_P001	wa7733.asm1v1.ann1.run1_006997_1
OG0005391	Wa8730a018g003240_P001	wa7733.asm1v1.ann1.run1_006999_1
OG0005392	Wa8730a018g003230_P001	wa7733.asm1v1.ann1.run1_007000_1
OG0005393	Wa8730a018g002570_P001	wa7733.asm1v1.ann1.run1_002160_1
OG0005394	Wa8730a018g003210_P001	wa7733.asm1v1.ann1.run1_007002_1
OG0005397	Wa8730a018g003290_P001	wa7733.asm1v1.ann1.run1_011503_1
OG0005398	Wa8730a018g003300_P001	wa7733.asm1v1.ann1.run1_011504_1
OG0005399	Wa8730a018g002870_P001	wa7733.asm1v1.ann1.run1_013509_1
OG0005400	Wa8730a018g002890_P001	wa7733.asm1v1.ann1.run1_013512_1
OG0005401	Wa8730a018g002910_P001	wa7733.asm1v1.ann1.run1_013393_1
OG0005402	Wa8730a018g002970_P001	wa7733.asm1v1.ann1.run1_007029_1
OG0005403	Wa8730a018g002920_P001	wa7733.asm1v1.ann1.run1_013295_1
OG0005404	Wa8730a018g002930_P001	wa7733.asm1v1.ann1.run1_013294_1
OG0005405	Wa8730a018g002940_P001	wa7733.asm1v1.ann1.run1_013293_1
OG0005406	Wa8730a018g003010_P001	wa7733.asm1v1.ann1.run1_007023_1
OG0005407	Wa8730a018g003020_P001	wa7733.asm1v1.ann1.run1_007022_1
OG0005408	Wa8730a018g003040_P001	wa7733.asm1v1.ann1.run1_007020_1
OG0005409	Wa8730a018g003050_P001	wa7733.asm1v1.ann1.run1_007019_1
OG0005410	Wa8730a018g002460_P001	wa7733.asm1v1.ann1.run1_002149_1
OG0005411	Wa8730a018g002520_P001	wa7733.asm1v1.ann1.run1_002156_1
OG0005412	Wa8730a018g003170_P001	wa7733.asm1v1.ann1.run1_007007_1
OG0005413	Wa8730a018g003150_P001	wa7733.asm1v1.ann1.run1_007009_1
OG0005414	Wa8730a018g003140_P001	wa7733.asm1v1.ann1.run1_007010_1
OG0005415	Wa8730a018g003180_P001	wa7733.asm1v1.ann1.run1_007005_1
OG0005417	Wa8730a018g003090_P001	wa7733.asm1v1.ann1.run1_007016_1
OG0005418	Wa8730a018g003080_P001	wa7733.asm1v1.ann1.run1_007017_1
OG0005419	Wa8730a018g002450_P001	wa7733.asm1v1.ann1.run1_002146_1
OG0005420	Wa8730a018g002440_P001	wa7733.asm1v1.ann1.run1_002144_1
OG0005421	Wa8730a018g002430_P001	wa7733.asm1v1.ann1.run1_002143_1
OG0005422	Wa8730a018g002400_P001	wa7733.asm1v1.ann1.run1_002142_1
OG0005423	Wa8730a018g002370_P001	wa7733.asm1v1.ann1.run1_002139_1
OG0005424	Wa8730a018g002350_P001	wa7733.asm1v1.ann1.run1_002137_1
OG0005425	Wa8730a018g002330_P001	wa7733.asm1v1.ann1.run1_014084_1
OG0005426	Wa8730a018g002320_P001	wa7733.asm1v1.ann1.run1_014083_1
OG0005427	Wa8730a018g002290_P001	wa7733.asm1v1.ann1.run1_014036_1
OG0005428	Wa8730a018g002280_P001	wa7733.asm1v1.ann1.run1_012759_1
OG0005429	Wa8730a018g002260_P002	wa7733.asm1v1.ann1.run1_012761_2
OG0005430	Wa8730a018g002240_P001	wa7733.asm1v1.ann1.run1_012765_1
OG0005431	Wa8730a018g002180_P001	wa7733.asm1v1.ann1.run1_002129_1
OG0005432	Wa8730a018g002200_P001	wa7733.asm1v1.ann1.run1_002131_1
OG0005433	Wa8730a018g002160_P001	wa7733.asm1v1.ann1.run1_014903_1
OG0005434	Wa8730a018g002150_P001	wa7733.asm1v1.ann1.run1_014325_1
OG0005435	Wa8730a018g002130_P001	wa7733.asm1v1.ann1.run1_013428_1
OG0005436	Wa8730a018g002120_P001	wa7733.asm1v1.ann1.run1_013429_1
OG0005437	Wa8730a018g002060_P001	wa7733.asm1v1.ann1.run1_002121_1
OG0005438	Wa8730a018g002050_P001	wa7733.asm1v1.ann1.run1_002120_1
OG0005439	Wa8730a018g002040_P001	wa7733.asm1v1.ann1.run1_002119_1
OG0005440	Wa8730a018g002070_P001	wa7733.asm1v1.ann1.run1_002122_1
OG0005441	Wa8730a018g002110_P001	wa7733.asm1v1.ann1.run1_002126_1
OG0005443	Wa8730a018g002090_P001	wa7733.asm1v1.ann1.run1_002125_1
OG0005444	Wa8730a018g002010_P001	wa7733.asm1v1.ann1.run1_002116_1
OG0005445	Wa8730a001g004500_P001	wa7733.asm1v1.ann1.run1_001653_1
OG0005446	Wa8730a018g001840_P001	wa7733.asm1v1.ann1.run1_002097_1
OG0005447	Wa8730a018g001860_P001	wa7733.asm1v1.ann1.run1_002099_1
OG0005448	Wa8730a018g001890_P001	wa7733.asm1v1.ann1.run1_002103_1
OG0005449	Wa8730a018g001900_P001	wa7733.asm1v1.ann1.run1_002104_1
OG0005450	Wa8730a018g001910_P001	wa7733.asm1v1.ann1.run1_002105_1
OG0005451	Wa8730a018g001920_P001	wa7733.asm1v1.ann1.run1_002106_1
OG0005452	Wa8730a018g001930_P001	wa7733.asm1v1.ann1.run1_002109_1
OG0005453	Wa8730a018g001970_P001	wa7733.asm1v1.ann1.run1_002112_1
OG0005454	Wa8730a018g001960_P001	wa7733.asm1v1.ann1.run1_002111_1
OG0005455	Wa8730a018g001830_P001	wa7733.asm1v1.ann1.run1_002096_1
OG0005456	Wa8730a018g001820_P001	wa7733.asm1v1.ann1.run1_002095_1
OG0005457	Wa8730a018g001810_P001	wa7733.asm1v1.ann1.run1_002094_1
