Orthogroup	wa8730.asm201904v2.ann1.proteins	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func
OG0000334	Wa8730a002g009960_P001	wa7733.asm1v1.ann1.run1_011802_1
OG0000334	Wa8730a002g010080_P002, Wa8730a002g010080_P001	wa7733.asm1v1.ann1.run1_013593_1
OG0000335	Wa8730a002g001380_P001	wa7733.asm1v1.ann1.run1_010915_1
OG0000335	Wa8730a002g001390_P002	wa7733.asm1v1.ann1.run1_004758_1
OG0000336	Wa8730a001g009290_P003, Wa8730a001g009290_P002, Wa8730a001g009290_P001	wa7733.asm1v1.ann1.run1_011355_2
OG0000336	Wa8730a001g009300_P002, Wa8730a001g009300_P001	wa7733.asm1v1.ann1.run1_011355_1
OG0000337	Wa8730a014g001110_P001, Wa8730a017g003040_P001, Wa8730a009g004560_P002	wa7733.asm1v1.ann1.run1_011944_1, wa7733.asm1v1.ann1.run1_014803_1, wa7733.asm1v1.ann1.run1_013883_2, wa7733.asm1v1.ann1.run1_012442_1, wa7733.asm1v1.ann1.run1_006474_1, wa7733.asm1v1.ann1.run1_006505_1, wa7733.asm1v1.ann1.run1_014050_1
OG0000338	Wa8730a012g003280_P001	wa7733.asm1v1.ann1.run1_014300_1
OG0000338	Wa8730a015g000810_P001	wa7733.asm1v1.ann1.run1_002523_1
OG0000338	Wa8730a015g000790_P001	wa7733.asm1v1.ann1.run1_002525_1
OG0000338	Wa8730a015g001010_P001	wa7733.asm1v1.ann1.run1_010727_1
OG0000338	Wa8730a015g001020_P001	wa7733.asm1v1.ann1.run1_010729_1
OG0000339	Wa8730a005g007310_P001	wa7733.asm1v1.ann1.run1_006586_1
OG0000339	Wa8730a005g007320_P001	wa7733.asm1v1.ann1.run1_006585_1
OG0000339	Wa8730a005g007330_P001	wa7733.asm1v1.ann1.run1_006580_1, wa7733.asm1v1.ann1.run1_006583_1, wa7733.asm1v1.ann1.run1_000768_1
OG0000340	Wa8730a015g001600_P001	wa7733.asm1v1.ann1.run1_012395_1
OG0000340	Wa8730a015g001580_P001	wa7733.asm1v1.ann1.run1_012397_1
OG0000340	Wa8730a015g000850_P001	wa7733.asm1v1.ann1.run1_002519_1
OG0000340	Wa8730a015g000860_P001	wa7733.asm1v1.ann1.run1_002517_1
OG0000340	Wa8730a015g000890_P001	wa7733.asm1v1.ann1.run1_002514_1
OG0000342	Wa8730a004g005100_P001	wa7733.asm1v1.ann1.run1_008146_1
OG0000342	Wa8730a008g005610_P001	wa7733.asm1v1.ann1.run1_005283_1
OG0000343	Wa8730a004g003880_P001	wa7733.asm1v1.ann1.run1_007972_2, wa7733.asm1v1.ann1.run1_007972_3, wa7733.asm1v1.ann1.run1_007972_4, wa7733.asm1v1.ann1.run1_007972_1
OG0000344	Wa8730a016g004090_P001	wa7733.asm1v1.ann1.run1_000782_1
OG0000345	Wa8730a005g006900_P001	wa7733.asm1v1.ann1.run1_011942_1
OG0000346	Wa8730a004g005300_P001	wa7733.asm1v1.ann1.run1_008162_1
OG0000346	Wa8730a015g005420_P001	wa7733.asm1v1.ann1.run1_010290_1
OG0000346	Wa8730a017g004700_P001	wa7733.asm1v1.ann1.run1_006024_1
OG0000347	Wa8730a020g002960_P001	wa7733.asm1v1.ann1.run1_005422_1
OG0000348	Wa8730a014g005360_P001	wa7733.asm1v1.ann1.run1_014695_1
OG0000348	Wa8730a014g005320_P001	wa7733.asm1v1.ann1.run1_014471_1
OG0000348	Wa8730a014g005370_P001, Wa8730a014g005370_P002	wa7733.asm1v1.ann1.run1_013806_1
OG0000349	Wa8730a004g008540_P001	wa7733.asm1v1.ann1.run1_003179_1
OG0000349	Wa8730a005g001000_P001	wa7733.asm1v1.ann1.run1_002780_1
OG0000350	Wa8730a010g000220_P001	wa7733.asm1v1.ann1.run1_009353_1
OG0000350	Wa8730a005g001150_P001	wa7733.asm1v1.ann1.run1_002765_1
OG0000351	Wa8730a005g002070_P001	wa7733.asm1v1.ann1.run1_008342_1
OG0000351	Wa8730a007g000690_P001	wa7733.asm1v1.ann1.run1_012843_1
OG0000352	Wa8730a005g002240_P001	wa7733.asm1v1.ann1.run1_011680_1
OG0000352	Wa8730a002g002290_P001	wa7733.asm1v1.ann1.run1_009505_1
OG0000353	Wa8730a010g001550_P001	wa7733.asm1v1.ann1.run1_011798_1, wa7733.asm1v1.ann1.run1_011798_2, wa7733.asm1v1.ann1.run1_007317_1
OG0000354	Wa8730a005g003820_P001	wa7733.asm1v1.ann1.run1_001243_1
OG0000354	Wa8730a005g003670_P001	wa7733.asm1v1.ann1.run1_001256_1
OG0000354	Wa8730a005g003860_P001	wa7733.asm1v1.ann1.run1_001240_2, wa7733.asm1v1.ann1.run1_001240_1
OG0000355	Wa8730a005g004380_P001	wa7733.asm1v1.ann1.run1_014080_1
OG0000356	Wa8730a005g004910_P001	wa7733.asm1v1.ann1.run1_001139_1
OG0000356	Wa8730a010g002790_P001	wa7733.asm1v1.ann1.run1_010664_1
OG0000357	Wa8730a004g007270_P001	wa7733.asm1v1.ann1.run1_014198_1
OG0000357	Wa8730a001g009920_P001, Wa8730a005g005950_P001	wa7733.asm1v1.ann1.run1_011784_1
OG0000358	Wa8730a005g007420_P001	wa7733.asm1v1.ann1.run1_004816_1
OG0000358	Wa8730a011g005470_P001	wa7733.asm1v1.ann1.run1_010591_1
OG0000359	Wa8730a001g011580_P001	wa7733.asm1v1.ann1.run1_008764_2
OG0000359	Wa8730a001g011590_P001	wa7733.asm1v1.ann1.run1_008764_3, wa7733.asm1v1.ann1.run1_008764_1
OG0000360	Wa8730a001g011530_P001, Wa8730a001g011530_P002	wa7733.asm1v1.ann1.run1_008769_1
OG0000360	Wa8730a003g004890_P001	wa7733.asm1v1.ann1.run1_006713_1
OG0000361	Wa8730a003g007560_P001, Wa8730a003g007520_P001	wa7733.asm1v1.ann1.run1_014646_1
OG0000362	Wa8730a003g007860_P001	wa7733.asm1v1.ann1.run1_009868_1
OG0000362	Wa8730a008g000490_P001	wa7733.asm1v1.ann1.run1_012618_1
OG0000363	Wa8730a009g004850_P001	wa7733.asm1v1.ann1.run1_009851_1
OG0000363	Wa8730a008g002190_P001	wa7733.asm1v1.ann1.run1_005059_1
OG0000364	Wa8730a017g000400_P001	wa7733.asm1v1.ann1.run1_005622_1, wa7733.asm1v1.ann1.run1_005623_1
OG0000364	Wa8730a008g000810_P001	wa7733.asm1v1.ann1.run1_010749_1
OG0000365	Wa8730a008g001550_P001	wa7733.asm1v1.ann1.run1_014069_1
OG0000365	Wa8730a009g006520_P001	wa7733.asm1v1.ann1.run1_003564_1
OG0000365	Wa8730a003g003140_P001	wa7733.asm1v1.ann1.run1_005912_1
OG0000366	Wa8730a008g002030_P001	wa7733.asm1v1.ann1.run1_010194_1, wa7733.asm1v1.ann1.run1_010194_2
OG0000366	Wa8730a014g000680_P001	wa7733.asm1v1.ann1.run1_014221_1
OG0000367	Wa8730a014g000240_P001	wa7733.asm1v1.ann1.run1_005376_1
OG0000367	Wa8730a015g004220_P002, Wa8730a015g004220_P001	wa7733.asm1v1.ann1.run1_006409_2
OG0000368	Wa8730a007g004850_P001	wa7733.asm1v1.ann1.run1_002895_1
OG0000368	Wa8730a012g001570_P001	wa7733.asm1v1.ann1.run1_001720_2, wa7733.asm1v1.ann1.run1_001720_1
OG0000369	Wa8730a020g002980_P001, Wa8730a020g002980_P002	wa7733.asm1v1.ann1.run1_005419_2, wa7733.asm1v1.ann1.run1_005419_1
OG0000370	Wa8730a012g004010_P001	wa7733.asm1v1.ann1.run1_000132_1
OG0000370	Wa8730a016g003540_P001, Wa8730a016g003540_P002	wa7733.asm1v1.ann1.run1_000729_1
OG0000371	Wa8730a007g005150_P001	wa7733.asm1v1.ann1.run1_003777_1, wa7733.asm1v1.ann1.run1_015228_1
OG0000371	Wa8730a012g004540_P001	wa7733.asm1v1.ann1.run1_000085_1
OG0000373	Wa8730a001g006610_P001	wa7733.asm1v1.ann1.run1_002966_1, wa7733.asm1v1.ann1.run1_002965_1
OG0000374	Wa8730a001g007160_P001	wa7733.asm1v1.ann1.run1_002913_1
OG0000374	Wa8730a010g004930_P001	wa7733.asm1v1.ann1.run1_011280_1
OG0000374	Wa8730a001g007170_P001	wa7733.asm1v1.ann1.run1_002912_1, wa7733.asm1v1.ann1.run1_002912_2
OG0000375	Wa8730a001g010850_P001	wa7733.asm1v1.ann1.run1_014243_1
OG0000375	Wa8730a001g010840_P001	wa7733.asm1v1.ann1.run1_014244_1
OG0000375	Wa8730a001g010820_P001, Wa8730a001g010830_P001	wa7733.asm1v1.ann1.run1_006634_1
OG0000376	Wa8730a001g011760_P001	wa7733.asm1v1.ann1.run1_009590_1
OG0000376	Wa8730a019g000470_P001	wa7733.asm1v1.ann1.run1_010985_1
OG0000377	Wa8730a001g004780_P001	wa7733.asm1v1.ann1.run1_012215_1
OG0000377	Wa8730a019g001660_P001	wa7733.asm1v1.ann1.run1_006901_1
OG0000378	Wa8730a009g002710_P001	wa7733.asm1v1.ann1.run1_009573_1
OG0000378	Wa8730a001g004430_P001	wa7733.asm1v1.ann1.run1_001645_1
OG0000379	Wa8730a018g002360_P001	wa7733.asm1v1.ann1.run1_002138_1
OG0000380	Wa8730a018g003130_P002, Wa8730a018g003130_P001	wa7733.asm1v1.ann1.run1_007012_1
OG0000381	Wa8730a009g002080_P001	wa7733.asm1v1.ann1.run1_002383_1
OG0000381	Wa8730a009g002030_P001	wa7733.asm1v1.ann1.run1_002375_1
OG0000382	Wa8730a003g006680_P001	wa7733.asm1v1.ann1.run1_004623_1
OG0000382	Wa8730a001g001700_P001	wa7733.asm1v1.ann1.run1_002614_1, wa7733.asm1v1.ann1.run1_002614_2
OG0000383	Wa8730a001g000290_P001	wa7733.asm1v1.ann1.run1_002233_1, wa7733.asm1v1.ann1.run1_002230_1
OG0000384	Wa8730a009g006310_P001	wa7733.asm1v1.ann1.run1_014850_1
OG0000384	Wa8730a002g004260_P001	wa7733.asm1v1.ann1.run1_002308_1
OG0000385	Wa8730a009g006900_P001, Wa8730a009g006890_P001	wa7733.asm1v1.ann1.run1_003536_1
OG0000386	Wa8730a020g002950_P001	wa7733.asm1v1.ann1.run1_005423_1
OG0000386	Wa8730a006g005510_P001	wa7733.asm1v1.ann1.run1_009747_1
OG0000387	Wa8730a020g001190_P001	wa7733.asm1v1.ann1.run1_003028_1
OG0000387	Wa8730a006g003160_P002, Wa8730a006g003160_P001	wa7733.asm1v1.ann1.run1_008481_1
OG0000388	Wa8730a017g000110_P002	wa7733.asm1v1.ann1.run1_008550_3
OG0000388	Wa8730a017g000110_P001	wa7733.asm1v1.ann1.run1_008550_1, wa7733.asm1v1.ann1.run1_008550_2
OG0000389	Wa8730a012g000340_P001	wa7733.asm1v1.ann1.run1_008917_1
OG0000389	Wa8730a019g000460_P001	wa7733.asm1v1.ann1.run1_010984_2, wa7733.asm1v1.ann1.run1_010984_1
OG0000390	Wa8730a002g007120_P001	wa7733.asm1v1.ann1.run1_001370_1
OG0000390	Wa8730a009g001630_P001	wa7733.asm1v1.ann1.run1_013061_1
OG0000391	Wa8730a017g001700_P001	wa7733.asm1v1.ann1.run1_007150_1
OG0000391	Wa8730a002g001920_P002, Wa8730a002g001920_P001	wa7733.asm1v1.ann1.run1_004801_1
OG0000392	Wa8730a017g002210_P001	wa7733.asm1v1.ann1.run1_009167_1
OG0000392	Wa8730a017g002220_P001	wa7733.asm1v1.ann1.run1_009165_1
OG0000392	Wa8730a017g002230_P001	wa7733.asm1v1.ann1.run1_009164_1
OG0000393	Wa8730a008g004640_P001	wa7733.asm1v1.ann1.run1_009432_1
OG0000393	Wa8730a011g004090_P001	wa7733.asm1v1.ann1.run1_005769_1
OG0000394	Wa8730a004g008510_P001	wa7733.asm1v1.ann1.run1_003175_1
OG0000394	Wa8730a010g000120_P001	wa7733.asm1v1.ann1.run1_011126_1
OG0000395	Wa8730a011g004110_P001	wa7733.asm1v1.ann1.run1_005768_1, wa7733.asm1v1.ann1.run1_005768_2
OG0000396	Wa8730a013g003080_P001	wa7733.asm1v1.ann1.run1_011240_1
OG0000397	Wa8730a001g009250_P001	wa7733.asm1v1.ann1.run1_013327_1
OG0000397	Wa8730a010g004860_P002, Wa8730a010g004860_P001	wa7733.asm1v1.ann1.run1_012826_1
OG0000398	Wa8730a011g005010_P001	wa7733.asm1v1.ann1.run1_011089_1
OG0000398	Wa8730a015g003170_P001	wa7733.asm1v1.ann1.run1_003257_1
OG0000399	Wa8730a010g005550_P001	wa7733.asm1v1.ann1.run1_008204_1
OG0000399	Wa8730a015g002210_P001	wa7733.asm1v1.ann1.run1_012870_1
OG0000400	Wa8730a015g001470_P001	wa7733.asm1v1.ann1.run1_008166_1
OG0000401	Wa8730a010g005080_P001, Wa8730a010g005070_P001	wa7733.asm1v1.ann1.run1_015196_1
OG0000401	Wa8730a010g005020_P001	wa7733.asm1v1.ann1.run1_011270_1
OG0000402	Wa8730a010g006780_P001	wa7733.asm1v1.ann1.run1_009826_1, wa7733.asm1v1.ann1.run1_009826_2
OG0000402	Wa8730a011g006090_P001	wa7733.asm1v1.ann1.run1_009489_1
OG0000403	Wa8730a019g003590_P001	wa7733.asm1v1.ann1.run1_008321_3, wa7733.asm1v1.ann1.run1_008321_1
OG0000403	Wa8730a019g003590_P003, Wa8730a019g003590_P004, Wa8730a019g003590_P002	wa7733.asm1v1.ann1.run1_008321_2
OG0000405	Wa8730a019g002190_P001	wa7733.asm1v1.ann1.run1_013725_1
OG0000405	Wa8730a019g002220_P001	wa7733.asm1v1.ann1.run1_014318_1
OG0000406	Wa8730a019g001940_P001	wa7733.asm1v1.ann1.run1_006871_1
OG0000406	Wa8730a004g001200_P001	wa7733.asm1v1.ann1.run1_012913_1
OG0000407	Wa8730a018g000900_P001	wa7733.asm1v1.ann1.run1_011998_1, wa7733.asm1v1.ann1.run1_011996_1
OG0000407	Wa8730a018g000900_P002	wa7733.asm1v1.ann1.run1_011996_2
OG0000408	Wa8730a004g006800_P001	wa7733.asm1v1.ann1.run1_014579_1
OG0000408	Wa8730a004g006820_P001	wa7733.asm1v1.ann1.run1_013608_1
OG0000408	Wa8730a004g006810_P001	wa7733.asm1v1.ann1.run1_014581_1, wa7733.asm1v1.ann1.run1_014580_1
OG0000409	Wa8730a011g004660_P001, Wa8730a004g007730_P001	wa7733.asm1v1.ann1.run1_014256_1
OG0000409	Wa8730a004g006780_P001	wa7733.asm1v1.ann1.run1_009286_1, wa7733.asm1v1.ann1.run1_009288_1, wa7733.asm1v1.ann1.run1_009287_1
OG0000410	Wa8730a014g007110_P001	wa7733.asm1v1.ann1.run1_004190_1
OG0000410	Wa8730a002g009680_P001, Wa8730a002g009730_P001	wa7733.asm1v1.ann1.run1_012979_1, wa7733.asm1v1.ann1.run1_012975_1
OG0000411	Wa8730a014g004980_P001	wa7733.asm1v1.ann1.run1_013222_1, wa7733.asm1v1.ann1.run1_013222_2
OG0000411	Wa8730a002g002760_P001	wa7733.asm1v1.ann1.run1_001537_1
OG0000412	Wa8730a015g002480_P001	wa7733.asm1v1.ann1.run1_006373_1
OG0000413	Wa8730a003g001760_P001	wa7733.asm1v1.ann1.run1_012935_1
OG0000414	Wa8730a014g004300_P001	wa7733.asm1v1.ann1.run1_005850_1
OG0000414	Wa8730a008g005060_P001	wa7733.asm1v1.ann1.run1_012067_1, wa7733.asm1v1.ann1.run1_005248_1, wa7733.asm1v1.ann1.run1_005248_2
OG0000415	Wa8730a006g007260_P001	wa7733.asm1v1.ann1.run1_004416_1
OG0000415	Wa8730a006g007480_P001, Wa8730a006g007480_P002	wa7733.asm1v1.ann1.run1_004438_3, wa7733.asm1v1.ann1.run1_004438_2, wa7733.asm1v1.ann1.run1_004438_1
OG0000416	Wa8730a006g004770_P001	wa7733.asm1v1.ann1.run1_009017_1
OG0000416	Wa8730a016g000320_P001	wa7733.asm1v1.ann1.run1_003943_1
OG0000417	Wa8730a011g002340_P001	wa7733.asm1v1.ann1.run1_000275_1
OG0000417	Wa8730a007g001470_P001	wa7733.asm1v1.ann1.run1_011599_1
OG0000418	Wa8730a013g000120_P001	wa7733.asm1v1.ann1.run1_009739_1
OG0000418	Wa8730a007g001770_P001	wa7733.asm1v1.ann1.run1_010114_1
OG0000419	Wa8730a006g003570_P001	wa7733.asm1v1.ann1.run1_013517_1
OG0000419	Wa8730a016g000940_P001	wa7733.asm1v1.ann1.run1_004001_1
OG0000419	Wa8730a006g003580_P001	wa7733.asm1v1.ann1.run1_013516_1
OG0000420	Wa8730a007g003710_P002	wa7733.asm1v1.ann1.run1_005475_1
OG0000420	Wa8730a007g003710_P001	wa7733.asm1v1.ann1.run1_005477_1, wa7733.asm1v1.ann1.run1_005477_2
OG0000421	Wa8730a007g005220_P001	wa7733.asm1v1.ann1.run1_012420_1
OG0000421	Wa8730a016g003370_P001	wa7733.asm1v1.ann1.run1_007564_1
OG0000422	Wa8730a013g002250_P001	wa7733.asm1v1.ann1.run1_009973_1
OG0000422	Wa8730a002g002800_P001	wa7733.asm1v1.ann1.run1_001532_1
OG0000422	Wa8730a002g009700_P001	wa7733.asm1v1.ann1.run1_012977_1
OG0000423	Wa8730a002g003030_P001	wa7733.asm1v1.ann1.run1_001509_2, wa7733.asm1v1.ann1.run1_001509_1
OG0000423	Wa8730a013g002330_P001	wa7733.asm1v1.ann1.run1_009966_1
OG0000424	Wa8730a002g009030_P001	wa7733.asm1v1.ann1.run1_001989_1
OG0000424	Wa8730a013g004970_P001	wa7733.asm1v1.ann1.run1_000534_1, wa7733.asm1v1.ann1.run1_000533_1
OG0000426	Wa8730a008g005560_P002	wa7733.asm1v1.ann1.run1_013346_1
OG0000426	Wa8730a008g005560_P001	wa7733.asm1v1.ann1.run1_013348_1
OG0000427	Wa8730a008g004000_P001	wa7733.asm1v1.ann1.run1_011540_1
OG0000428	Wa8730a015g003080_P001	wa7733.asm1v1.ann1.run1_003266_1
OG0000429	Wa8730a015g002680_P001	wa7733.asm1v1.ann1.run1_006352_1
OG0000429	Wa8730a001g008560_P001	wa7733.asm1v1.ann1.run1_005747_1
OG0000430	Wa8730a015g001690_P001	wa7733.asm1v1.ann1.run1_010438_1, wa7733.asm1v1.ann1.run1_010439_1
OG0000431	Wa8730a015g001110_P001	wa7733.asm1v1.ann1.run1_012322_1
OG0000431	Wa8730a003g007690_P001	wa7733.asm1v1.ann1.run1_010820_1
OG0000432	Wa8730a015g005570_P001	wa7733.asm1v1.ann1.run1_013189_1
OG0000432	Wa8730a015g005630_P001	wa7733.asm1v1.ann1.run1_013188_1
OG0000433	Wa8730a003g006370_P002, Wa8730a003g006370_P001	wa7733.asm1v1.ann1.run1_001899_1
OG0000433	Wa8730a016g001300_P001	wa7733.asm1v1.ann1.run1_014568_1
OG0000434	Wa8730a016g001720_P003	wa7733.asm1v1.ann1.run1_011446_4
OG0000434	Wa8730a016g001720_P001	wa7733.asm1v1.ann1.run1_011446_3, wa7733.asm1v1.ann1.run1_011446_2, wa7733.asm1v1.ann1.run1_011446_1
OG0000435	Wa8730a016g002940_P001	wa7733.asm1v1.ann1.run1_012836_1
OG0000436	Wa8730a011g004330_P001	wa7733.asm1v1.ann1.run1_012257_1
OG0000436	Wa8730a015g005380_P001	wa7733.asm1v1.ann1.run1_010286_1
OG0000437	Wa8730a011g003670_P001	wa7733.asm1v1.ann1.run1_005817_1
OG0000437	Wa8730a001g010130_P001	wa7733.asm1v1.ann1.run1_001311_1
OG0000438	Wa8730a011g000970_P001	wa7733.asm1v1.ann1.run1_011920_1
OG0000438	Wa8730a014g003530_P001	wa7733.asm1v1.ann1.run1_004078_1
OG0000438	Wa8730a014g003340_P001	wa7733.asm1v1.ann1.run1_004087_1
OG0000439	Wa8730a011g000200_P001	wa7733.asm1v1.ann1.run1_011053_1
OG0000439	Wa8730a003g004960_P002, Wa8730a003g004960_P001	wa7733.asm1v1.ann1.run1_006705_1
OG0000440	Wa8730a002g005010_P001	wa7733.asm1v1.ann1.run1_010675_1
OG0000440	Wa8730a013g002560_P001	wa7733.asm1v1.ann1.run1_009956_1
OG0000440	Wa8730a013g002550_P001	wa7733.asm1v1.ann1.run1_009957_1
OG0000441	Wa8730a004g007870_P001	wa7733.asm1v1.ann1.run1_007159_1
OG0000441	Wa8730a004g007860_P001	wa7733.asm1v1.ann1.run1_007158_1
OG0000441	Wa8730a005g006340_P002, Wa8730a005g006340_P001, Wa8730a008g000730_P001, Wa8730a004g007910_P001	wa7733.asm1v1.ann1.run1_007163_1
OG0000442	Wa8730a001g001560_P001, Wa8730a001g001550_P001	wa7733.asm1v1.ann1.run1_002629_1
OG0000442	Wa8730a001g001570_P001	wa7733.asm1v1.ann1.run1_002627_1
OG0000442	Wa8730a013g001000_P001, Wa8730a001g011400_P001	wa7733.asm1v1.ann1.run1_008782_1
OG0000443	Wa8730a007g002010_P001, Wa8730a007g002000_P001, Wa8730a007g002020_P001	wa7733.asm1v1.ann1.run1_015222_1, wa7733.asm1v1.ann1.run1_003063_1, wa7733.asm1v1.ann1.run1_014488_1, wa7733.asm1v1.ann1.run1_003062_1, wa7733.asm1v1.ann1.run1_015185_1, wa7733.asm1v1.ann1.run1_014485_1
OG0000444	Wa8730a008g001010_P001	wa7733.asm1v1.ann1.run1_014681_1
OG0000444	Wa8730a008g000950_P001	wa7733.asm1v1.ann1.run1_014442_1
OG0000444	Wa8730a008g001100_P001, Wa8730a008g001090_P001	wa7733.asm1v1.ann1.run1_010174_1
OG0000444	Wa8730a008g001230_P001	wa7733.asm1v1.ann1.run1_010187_1
OG0000445	Wa8730a008g004810_P001	wa7733.asm1v1.ann1.run1_009415_1
OG0000445	Wa8730a004g004840_P001	wa7733.asm1v1.ann1.run1_012577_1
OG0000446	Wa8730a006g000070_P001	wa7733.asm1v1.ann1.run1_012521_1
OG0000447	Wa8730a004g004170_P001	wa7733.asm1v1.ann1.run1_009386_1
OG0000447	Wa8730a006g001400_P001	wa7733.asm1v1.ann1.run1_006223_1
OG0000448	Wa8730a008g002770_P001	wa7733.asm1v1.ann1.run1_005020_1
OG0000448	Wa8730a008g002760_P001	wa7733.asm1v1.ann1.run1_005021_1
OG0000449	Wa8730a004g003590_P001	wa7733.asm1v1.ann1.run1_008987_1
OG0000450	Wa8730a004g003290_P001	wa7733.asm1v1.ann1.run1_009005_1
OG0000450	Wa8730a004g003310_P001	wa7733.asm1v1.ann1.run1_009003_1
OG0000450	Wa8730a004g003300_P001	wa7733.asm1v1.ann1.run1_009004_1
OG0000451	Wa8730a004g003220_P001	wa7733.asm1v1.ann1.run1_007962_1
OG0000452	Wa8730a004g003190_P001, Wa8730a004g003190_P002	wa7733.asm1v1.ann1.run1_007958_1
OG0000452	Wa8730a004g008350_P001	wa7733.asm1v1.ann1.run1_003161_1
OG0000453	Wa8730a004g002770_P001	wa7733.asm1v1.ann1.run1_004442_1
OG0000453	Wa8730a010g001130_P001	wa7733.asm1v1.ann1.run1_012037_1
OG0000454	Wa8730a005g002620_P001	wa7733.asm1v1.ann1.run1_002720_1
OG0000454	Wa8730a004g002010_P001	wa7733.asm1v1.ann1.run1_007070_1
OG0000455	Wa8730a004g007580_P001	wa7733.asm1v1.ann1.run1_009616_1
OG0000455	Wa8730a004g002310_P001	wa7733.asm1v1.ann1.run1_004491_1
OG0000456	Wa8730a004g002510_P001	wa7733.asm1v1.ann1.run1_004468_1
OG0000456	Wa8730a004g007530_P001	wa7733.asm1v1.ann1.run1_009620_1
OG0000457	Wa8730a005g004310_P001	wa7733.asm1v1.ann1.run1_001189_1
OG0000458	Wa8730a005g005490_P001	wa7733.asm1v1.ann1.run1_006264_1
OG0000458	Wa8730a004g001440_P001	wa7733.asm1v1.ann1.run1_015064_1
OG0000459	Wa8730a004g000670_P001, Wa8730a009g006300_P001	wa7733.asm1v1.ann1.run1_010525_1
OG0000460	Wa8730a018g003660_P001	wa7733.asm1v1.ann1.run1_006515_1
OG0000461	Wa8730a004g000450_P001	wa7733.asm1v1.ann1.run1_010126_1
OG0000461	Wa8730a017g003110_P001	wa7733.asm1v1.ann1.run1_013265_1
OG0000462	Wa8730a004g005700_P001	wa7733.asm1v1.ann1.run1_007781_1
OG0000464	Wa8730a017g004260_P003	wa7733.asm1v1.ann1.run1_006068_1
OG0000464	Wa8730a017g004260_P001	wa7733.asm1v1.ann1.run1_006068_2
OG0000465	Wa8730a010g003800_P001	wa7733.asm1v1.ann1.run1_013389_1
OG0000465	Wa8730a017g004530_P001	wa7733.asm1v1.ann1.run1_006042_1
OG0000467	Wa8730a003g000030_P001	wa7733.asm1v1.ann1.run1_008357_1
OG0000467	Wa8730a014g000020_P001	wa7733.asm1v1.ann1.run1_005397_1
OG0000468	Wa8730a004g008850_P001	wa7733.asm1v1.ann1.run1_010929_1
OG0000468	Wa8730a005g000060_P001	wa7733.asm1v1.ann1.run1_012561_1
OG0000469	Wa8730a005g000130_P001	wa7733.asm1v1.ann1.run1_007519_1
OG0000469	Wa8730a005g000160_P001	wa7733.asm1v1.ann1.run1_007516_1
OG0000469	Wa8730a005g000150_P001	wa7733.asm1v1.ann1.run1_007517_1
OG0000470	Wa8730a014g001760_P001	wa7733.asm1v1.ann1.run1_000927_1
OG0000470	Wa8730a005g000360_P001	wa7733.asm1v1.ann1.run1_007493_1
OG0000471	Wa8730a005g000280_P001	wa7733.asm1v1.ann1.run1_007502_1
OG0000471	Wa8730a004g008860_P001	wa7733.asm1v1.ann1.run1_010928_1
OG0000472	Wa8730a017g003090_P001	wa7733.asm1v1.ann1.run1_013263_1
OG0000472	Wa8730a005g000680_P001	wa7733.asm1v1.ann1.run1_002804_1
OG0000473	Wa8730a005g001180_P001	wa7733.asm1v1.ann1.run1_002757_1
OG0000473	Wa8730a010g000180_P001	wa7733.asm1v1.ann1.run1_009358_1
OG0000474	Wa8730a004g008390_P001	wa7733.asm1v1.ann1.run1_003165_1
OG0000475	Wa8730a003g003660_P001	wa7733.asm1v1.ann1.run1_013742_1
OG0000475	Wa8730a005g001900_P001	wa7733.asm1v1.ann1.run1_013864_1
OG0000476	Wa8730a005g002440_P001	wa7733.asm1v1.ann1.run1_002737_1
OG0000476	Wa8730a005g002450_P001	wa7733.asm1v1.ann1.run1_011749_1
OG0000477	Wa8730a005g003120_P001	wa7733.asm1v1.ann1.run1_002666_1
OG0000477	Wa8730a005g003110_P001	wa7733.asm1v1.ann1.run1_002667_1
OG0000478	Wa8730a005g003580_P001	wa7733.asm1v1.ann1.run1_010327_3, wa7733.asm1v1.ann1.run1_010327_1, wa7733.asm1v1.ann1.run1_010327_2
OG0000479	Wa8730a005g004400_P001	wa7733.asm1v1.ann1.run1_014082_1
OG0000480	Wa8730a004g007100_P001	wa7733.asm1v1.ann1.run1_006169_1
OG0000480	Wa8730a005g005620_P001	wa7733.asm1v1.ann1.run1_006253_1
OG0000481	Wa8730a005g006320_P001	wa7733.asm1v1.ann1.run1_008882_1
OG0000481	Wa8730a003g005120_P001	wa7733.asm1v1.ann1.run1_006687_1
OG0000482	Wa8730a005g006630_P001	wa7733.asm1v1.ann1.run1_009786_1
OG0000482	Wa8730a005g006610_P001	wa7733.asm1v1.ann1.run1_009788_1, wa7733.asm1v1.ann1.run1_009788_2
OG0000483	Wa8730a001g007020_P001	wa7733.asm1v1.ann1.run1_002929_1
OG0000483	Wa8730a017g000180_P001	wa7733.asm1v1.ann1.run1_008555_1
OG0000484	Wa8730a019g000560_P001	wa7733.asm1v1.ann1.run1_010991_1
OG0000484	Wa8730a001g011660_P001	wa7733.asm1v1.ann1.run1_009602_1
OG0000485	Wa8730a001g011290_P001	wa7733.asm1v1.ann1.run1_012774_1
OG0000486	Wa8730a018g000670_P001	wa7733.asm1v1.ann1.run1_004937_1
